name1,name2,score
daniel callahan,mccullough peter eugene,0.009643647819757462
hisham n ashkouri,jon hoadley,0.011078538373112679
brittney skye,howard s becker,0.01130173821002245
thomas joseph robert hughes,larry carroll,0.01011093519628048
henry sands brooks,darryl watson,0.011248909868299961
mike vensel,mike whitmarsh,0.1403139978647232
william h ryan jr,holly benson,0.011766215786337852
jake zim,c edwards lester,0.01061258278787136
robert k schul,henry c bradsby,0.01221814751625061
thelma moss,healey giles,0.009830199182033539
sherry jones,william t carpenter,0.009952690452337265
lisa graves,bonnie randolph hoffman,0.010227424092590809
jenny holzer,jill tarter,0.06263206899166107
randy wayne,seth thomas,0.012575204484164715
juan maldacena,mcclure wendy,0.009541969746351242
darrell c richardson,neal h williams,0.010128221474587917
edward calvin kendall,diane burko,0.010728636756539345
john ellison,jacob eisenberg,0.011226894333958626
deyonker jason,helene rother,0.01041854452341795
rosalyn sussman yalow,bird j vincent,0.009633451700210571
arthur amos noyes,george brecht,0.010062191635370255
greg pak,roger kasperson,0.01582520827651024
linus torvalds,james matthew hendrix,0.009609348140656948
joseph verner reed jr,stephen messer,0.010475034825503826
david st john,andrew stein,0.02118179015815258
jane engelhard,walter franklin lansil,0.010418391786515713
jack naylor,dorian shainin,0.010187673382461071
bryten goss,eric johnson,0.013227551244199276
winterbotham russell,michael hastings,0.012515061534941196
kiini ibura salaam,mark mcgurl,0.0098900580778718
sewell william h,donna hogan,0.047420911490917206
a ross eckler jr,ledeen simone,0.011516103520989418
t c schneirla,james pollard espy,0.010358053259551525
winston joan,partridge william,0.010905880481004715
tara thornton,langley orville edwin,0.009327203035354614
jacob eisenberg,scott thompson,0.010909688659012318
frederick d colson,donald edward jones,0.02364981546998024
james e rogers,christine ladd-franklin,0.010218657553195953
molly white,arlene shechet,0.010156945325434208
john bowman thomas,david warlick,0.014232705347239971
ryan villopoto,yourgrau tug,0.010150087997317314
nalbandian louise,matt baker,0.009501935914158821
curry robert samuel,f william lawvere,0.011739215813577175
meredith leam jones,mel lindquist,0.014980513602495193
abbie hoffman,hubbard freeman h,0.02201877348124981
arthur leo kennedy,oliver lanard fassig,0.010264038108289242
david g fairchild,edward sorel,0.011690122075378895
james talacek,bennett champ clark,0.010941089130938053
frank shorter,steinhilber jack d,0.010601243004202843
david febland,remontay mcclain,0.012095330283045769
barbara fleischauer,basch charles e,0.010284971445798874
obrien denis,brian deegan,0.01464412733912468
shanna swendson,szkutak tom,0.010702528990805149
francis gailey,alan gustafson,0.01292422041296959
rick moye,adelaide johnson,0.011478103697299957
les blank,peter ricchiuti,0.01167919673025608
dr jason carthen,george dickerson,0.011122249066829681
peter f vallone sr,cyrus northrop,0.010048004798591137
vincent ostrom,derek lam,0.010216106660664082
gertrude lightstone mittelmann,mitchell thomas rozanski,0.010286776348948479
mehringer karen,samuel j danishefsky,0.010016180574893951
rhea gallaher,shakin ken,0.009620854631066322
graham tim,william f sharpe,0.011234010569751263
derek fathauer,john john jesse,0.00961710698902607
anthony bannon,bourne larz,0.011998698115348816
edwin way teale,mark s weprin,0.011840666644275188
lucy ann johnson,louis ferstadt,0.016831841319799423
octavious freeman,lisa hoffman,0.011355101130902767
babette josephs,chaim gross,0.009858449921011925
tony demarco,frederick e parola,0.011171897873282433
j richard harvey,barry michael meyer,0.014238914474844933
florence may chadwick,edward percy moran,0.010801917873322964
mackenzie soldan,william burt,0.011006379500031471
walter ray scott sr,mechelle lewis,0.014932572841644287
phillips donald t,sam wagstaff,0.014515300281345844
nancy a french,byrd jeffrey j,0.009470716118812561
patrick o brown,volma robert overton,0.011523466557264328
paul j weitz,ervin j rokke,0.02757972665131092
neal jones,louis prosperi,0.0098157012835145
anne fadiman,carlton cuse,0.011741993948817253
david bates,edna greene medford,0.00963058602064848
esther boise van deman,maria colón sánchez,0.009657292626798153
john henry tilden,michael fokine,0.011176508851349354
edward hoagland,wyatt scott l,0.01075519435107708
charles elachi,francis harry ryan,0.010859317146241665
hedwig von trapp,steven h scheuer,0.024628106504678726
kolton chad,moses t clegg,0.012626804411411285
wertenbaker,abraham abraham,0.009545396082103252
mark d myers,garrett lisi,0.012364123947918415
joseph raffael,henry lee bridges sr,0.00981543306261301
erin lynch,william thurston,0.01038745604455471
john michael darcy,jack lester,0.023182358592748642
nicole teter,paul reed,0.013057172298431396
sonya clark,gregg godfrey,0.011310531757771969
gary cohen,milton knight,0.010200360789895058
gerald richard barnes,michael j “mike” krusee,0.010067930445075035
shane thomas bertsch,richard haas,0.013268554583191872
robert gleckler,jack hanrahan,0.01264465693384409
andre cason,mick hubert,0.011810287833213806
inga marie stephens pratt clark,paul desmond scully-power,0.010057684034109116
samuel schwartz,cynthia susan kessler miller,0.009975693188607693
harold lee mcspaden,james wallington,0.011730838567018509
de volson wood,derwood e williams,0.05079460144042969
jeannette montgomery barron,john a mulheren,0.010983906686306
reginald  reggie  foster,edwin j houston,0.009734229184687138
louis j gross,joe bowman,0.011312793008983135
robyn pennacchia,desoer barbara j,0.01110395509749651
andy berman,ronald jensen,0.012516163289546967
phyllis george,gene ward,0.015687575563788414
emanuel ezekiel j,park john,0.010938385501503944
susan weil,john alexander floersh,0.010362370871007442
kay walkingstick,peter davis,0.011561194434762001
maria gowen brooks,wilson bruce,0.012065419927239418
millard fuller,john oliver creighton,0.011166146956384182
james kelly,braverman alan n,0.01060460414737463
rolly bester,peck g byron,0.00985853374004364
hart crane,paul helms,0.01052772905677557
robin hartshorne,ross miller,0.04072161018848419
selke margrit,kris jenner,0.01132429763674736
rubin edward,scott parel,0.01504648569971323
paul strand,seth walker norman,0.010709992609918118
don perlin,cassiday bruce,0.01057428028434515
sheldon george,norman i wengert,0.011137373745441437
peter shelton,robert burns smith,0.010520102456212044
martinez ygnacio,billy thomas,0.01019207388162613
ken fallin,hakan topal,0.010269726626574993
taylor wilson,philip warren anderson,0.011676049791276455
jackie estrada,robert j glushko,0.010170767083764076
steve lambert,melton h keith,0.011068745516240597
dale dye,eric lipton,0.00960810948163271
theodore james schulz,james a baker,0.1824667900800705
sebastian ridley-thomas,berube liz,0.01062797475606203
george norton wilcox,wells pete,0.010608057491481304
ling laura,a ronald gallant,0.010445027612149715
gardner john fentress,abraham burickson,0.010280215181410313
dr norman l stephens jr,george fay,0.010540030896663666
nicholas de wolff,dan g johnson,0.011755397543311119
austin ernst,norbert felix gaughan,0.010655988939106464
erin dobratz,suz andreasen,0.01397040206938982
reséndez andrés,john wesley hyatt,0.009517854079604149
danny hellman,lucas hendley glover,0.01166438963264227
raymond a pearson,theron s copeland,0.013666807673871517
honey lee cottrell,david william thomas sr,0.009684579446911812
hans stolfus,alexander godunov,0.010283533483743668
theodorick bland,paul manship,0.009948505088686943
jack renner,william lawrence chaplin,0.011404938995838165
dawne hickton,ronald e gray,0.015077739953994751
jerry paxton,wilson ralph,0.010361460968852043
justin woodson,sloane citron,0.010835755616426468
clarice navarro,mel fisher,0.011079556308686733
swoon,theodore c freeman,0.010616118088364601
william p bettendorf,john r kramer,0.010198594070971012
malcolm borg,luck jo,0.009963493794202805
nicolás arroyo,orval h hansen,0.010254262946546078
robert keohane,anthony dominic pellicer,0.011434697546064854
james calder,william embry wrather,0.011243383400142193
mark gantt,janice gould,0.015044924803078175
jonathan togo,michele fiore,0.011061879806220531
krasnesky thad,sigmund livingston,0.011067138984799385
thomas schelling,melville thomas,0.5161544680595398
benjamin champney,bobby collins,0.013104918412864208
george able sprague,victoria moran,0.010614906437695026
dana richard henry iii,william zorzi,0.01046432089060545
michael h hart,helm mackinley,0.10166382789611816
skottie young,jonathan rosenbaum,0.011174331419169903
taylor vanessa,susan gilbert,0.011219034902751446
kraemer samuel,jeffrey m wooldridge,0.011955059133470058
chris cottrell,buchwald jed z,0.010356470011174679
ronald d boire,liz tuccillo,0.011459999717772007
marion arendell parrott,lee savold,0.012840486131608486
richard r silva,geanie williams morrison,0.010056070983409882
jon gettman,florence bascom,0.011287626810371876
malto sean,william  bill  smeathers,0.010219481773674488
c r adams,silas dustin,0.011363026686012745
f f bosworth,antony davies,0.010722853243350983
thomas hill,clarence john shearn,0.011199301108717918
allan verne cox,laura knaperek,0.010476107709109783
john landowski,charlotte joan sternberg,0.011055152863264084
ariel hsing,maria donatucci,0.010092601180076599
bob wooley,krasnesky thad,0.009635085240006447
amy alcott,april lee,0.012563138268887997
herbert e abrams,james lacey dent,0.010315459221601486
paul berg,christina crosby,0.012953500263392925
paul mceuen,janet hubert,0.012953291647136211
irving ray timlin,mason caroline b,0.010717443190515041
leo zulueta,aaron rapoport,0.01077495701611042
bernard koopman,harvey fletcher,0.012929129414260387
hanna gallo,darrell basham,0.009558234363794327
john scarpati,jerome w conn,0.011436081491410732
hans fichtner,robert jeangerard,0.01223835814744234
robley cook williams,eleanor mondale,0.009348021820187569
asad ali abidi,tony marsh,0.00952331256121397
harold demsetz,aram chobanian,0.012028621509671211
donn f eisele,jacqueline jones,0.012075911276042461
alexander a balandin,doris kearns goodwin,0.01047475915402174
charlotte mckane,frank moss,0.009450223296880722
lotta crabtree,peter f paul,0.009421708062291145
david cass,mike reed,0.012366115115582943
gary martin,nick jordan,0.010531888343393803
william b t trego,larry newman,0.012016166932880878
roman frank,francis moorehouse,0.08120059221982956
efrain esquivias jr,gold russell,0.010040124878287315
peter elias,william herbert way,0.012447115033864975
m schuyler towne,leslie abramson,0.010459759272634983
roz joseph,john marvin hunter,0.012958462350070477
bruce alan lietzke,john stoweofm conv,0.0095982002094388
boda john,carolyn pizzuti,0.009707783348858356
melissa woodbury,denise k shull,0.01203234028071165
leah bodine drake,thomas k mooney,0.011672483757138252
alexander bevin,donna nelson,0.010059332475066185
mark tansey,jimenez sandy,0.01045192964375019
kenneth j green,david wolf,0.01124019268900156
george ashley campbell,jeffrey brown,0.01601744256913662
tyler winklevoss,tammie green,0.011466489173471928
richard brandon taliaferro,derrill osborn,0.011121489107608795
doug martin,peter f rothermel,0.010708320885896683
charles karel bouley ii,james michalopoulos,0.010456200689077377
paul costa jr,raymond v haysbert sr,0.01021692156791687
ken st andre,klessebill,0.012074670754373074
peter d sieruta,gina miles,0.009809543378651142
robinson adam,basil marceaux,0.011814138852059841
rachel simmons,tom gunderson,0.012195591814815998
marybeth peters,william levi crawford,0.01095563918352127
rachel raab,fayez sarofim,0.014567019417881966
laura drake,lois landgraf,0.010535704903304577
robert mangold,sari wilson,0.010701687075197697
isaac choy,stanley ray tiner,0.009624439291656017
mcintyre john e,julius fleischmann,0.010430773720145226
morris s brent,clete blakeman,0.012118452228605747
caroline priscilla bingham,ripley afa,0.010137557983398438
kris jenner,joseph aloysius roseman sr,0.009885893203318119
john joseph hopfield,ethel myers,0.011481317691504955
george p demas,manjul bhargava,0.010384324938058853
preston haskell,ida applebroog,0.01082953717559576
marc mencher,gordon faber,0.014418007805943489
christie g enke,floyd levin,0.011029195040464401
amy schrier,alexander smith,0.012372219935059547
william hussey,lesley visser,0.012445192784070969
benjamin anderson,reckeweg ernst,0.012808969244360924
jack d rule jr,robert p murphy,0.011479337699711323
paul blanshard,bryan frederick aylstock,0.010254930704832077
frank l culbertson jr,heidi julavits,0.009527923539280891
fraser p seitel,mason zachary,0.011955656111240387
larry tidemann,mathew martoma,0.01385197788476944
bob leeper,peter leeson,0.04024213179945946
brent w jett jr,elisabeth targ,0.010431187227368355
allen william rodney,thomas charles gillis,0.009909454733133316
dan fagin,david wayne toms,0.012629966251552105
jeff soto,damien karras,0.01235063374042511
duncan renaldo,bunsen honeydew,0.00956382043659687
peter teravainen,prof michael s levine,0.010309725999832153
walker buz m,j j sedelmaier,0.012203614227473736
rebecca walker,laurel g bellows,0.010745958425104618
freddie stone,john trumbull,0.010167397558689117
jo ann vest,joann hardin morgan,0.3492753803730011
schlemowitz abram,robert kearns,0.0116789061576128
tom veitch,seitz don carlos,0.009647898375988007
george plafker,brandt william jobe,0.010925279930233955
walt coleman iii,donald allan darling,0.010302906855940819
sonya noskowiak,anna baltzer,0.011593197472393513
nemir edgar,henry ciuci,0.011222136206924915
judith lewis herman,michael joseph brady,0.009750094264745712
charters ann,bertram bert r bulkin,0.010533488355576992
lieber steve,edward wallace neal loos,0.010921178385615349
julia penelope,todd parrott,0.00953017920255661
vasile troian,andrew bernard,0.010251828469336033
zevitas steven,lassie goodbread black,0.009278062731027603
tim montgomery,mike rodgers,0.014067164622247219
lewis wolfley,sam houston clinton,0.011630603112280369
dominguez richard,cristie kerr,0.010341955348849297
barker kathy,jonny xacto,0.00965913012623787
jesse grant chapline,beth bader,0.009451830759644508
matt gonzalez,michael landon gernhardt,0.024039994925260544
felicia michaels,edward joseph hunkeler,0.009794201701879501
davis nellie verrill mighels,néstor montoya,0.010258977301418781
lippard jim,carrington fitzroy,0.013999505899846554
james kellum smith,george keverian,0.02918919362127781
craig watkins,donald joseph hying,0.0105372853577137
adamec ludwig w,patrick v mcnamara,0.010351662524044514
judy l bonner,maurer walter,0.012229755520820618
boaz frankel,david mcdowell brown,0.010280346497893333
felix george rohatyn,paarlberg robert,0.02899201773107052
wong norman,diane whipple,0.010050575248897076
daniel james gercke,joseph cooper inman jr,0.010661273263394833
buck goldstein,steven church,0.009834266267716885
steve kamb,jonathan shell,0.011285637505352497
george w clute,rudy hobbs,0.011107390746474266
luis blanco lugo,james r  jim  sutterfield,0.009649538435041904
bevan dufty,jean pond miner coburn,0.009267996065318584
rohit khare,edward charles pickering,0.010516881942749023
william christopher  w c  friley,larry duplechan,0.009919554926455021
mercedes matter,paul gollash,0.009652218781411648
ida pauline rolf,david larbalestier,0.010640435852110386
shelley hughes,bridges jerry,0.010648179799318314
dominic anthony marconi,louis kronberg,0.009680318646132946
william belden strickler,mcsweeney joyelle,0.01083495281636715
caren kaplan,david trott,0.012793168425559998
john walker,parag khanna,0.009764617308974266
dr michael gannon,carl b roden,0.010004546493291855
william g nelson,jeffries ron,0.013809475116431713
david m bartley,harmon clifford b,0.010561211965978146
stuart moulthrop,aleco christakis,0.010685542598366737
rand muriel k,andreasen lawrence,0.014295884408056736
charlotte friend,john cranford adams,0.009848317131400108
gerald j wasserburg,david easley,0.011528905481100082
lillian ross,bill fraccio,0.010500138625502586
margaret carpenter,gerina piller,0.009412828832864761
kachelmeier steven j,wong fu productions,0.009583022445440292
darryl kent grusendorf,taller herman,0.009614495560526848
landon curt noll,les levine,0.013417020440101624
zack sucher,henry joseph mansell,0.010805536061525345
jameson henry,adeline catherine anderson,0.009886565618216991
bill van gerpen,elmer boyd staats,0.009871444664895535
james mccormick goslin jr,winston freer,0.009605055674910545
margaret burroughs,shapard robert,0.010535873472690582
tim oneil,sandy bashaw,0.01008396316319704
frank william taussig,bruce harry,0.011507607065141201
candy ezzell,charles ruthven denny jr,0.009619331918656826
alice denney,clifford taubes,0.010085553862154484
daniel richard crissinger,trueblood benjamin franklin,0.009591547772288322
katherine sophie dreier,richard goldberg,0.009931986220180988
brad fabel,peggy pierce,0.009827721863985062
fay hartog-levin,sg browne,0.012965692207217216
kay cockerill,yana berlin,0.010971429757773876
elizabeth d mynatt,mary smith gleason,0.012339412234723568
lisa gastineau,dylan taylor,0.009880797937512398
young peter jackson,peter krause,0.1489376425743103
jeanne vertefeuille,mardy scales,0.009442857466638088
wood graeme c a,kurtz stephen g,0.010790092870593071
laura dahl,bruce kingma,0.00979035533964634
bernard saul ii,henry lomb,0.013523786328732967
jim cooper,ronald henry iii,0.010079128667712212
johnnetta b cole,vitale thomas,0.01235820259898901
bradford john faxon jr,george p horse capture,0.009676297195255756
philip eatherton,horton lydiard h,0.011209787800908089
oscar william gillespie,david g offensend,0.03229288384318352
charlotte e ray,william goyen,0.012299558147788048
benjamin scolnic,arthur jensen,0.01141541637480259
dr william maples,richard  dick  chrysler,0.010016086511313915
brooks frederick landgraf,david m knipe,0.009536221623420715
mary jane irwin,george william johnson,0.010058472864329815
lloyd noel ferguson,harry m philpott,0.011590476147830486
edward glaeser,sandy alderson,0.012759548611938953
terrance hanold,debbie lesko,0.011257662437856197
hochberg,taub harriet,0.012742572464048862
lex hester,donald c backer,0.00986835453659296
john sparks patton sr,pieter duisenberg,0.01199399121105671
raymond joseph cannon,peter w heed,0.010950195603072643
anthony l posawatz,john howard yardley,0.011255094781517982
douglas harlow shoemaker,diane noomin,0.009462972171604633
steve wilke,suzanna gratia hupp,0.010568518191576004
kristin smart,asa messer,0.00960586778819561
sue wallis,caton john d,0.009603005833923817
madonna jon c,pete worden,0.010215875692665577
horace thompson carpenter,ginger huber,0.009527991525828838
tom clarke,thomas beatie,0.02686222642660141
graham maurice w,bob white,0.012014592997729778
apollinaris william baumgartnerofm cap,albert w tucker,0.011854958720505238
tom friedman,tyler cowen,0.010416533797979355
horatio c wood jr,hiram walker,0.011171702295541763
rabbi nelson glueck,linda obermoeller,0.00999341532588005
karlow serge,wendy brown,0.009903332218527794
lucius junius polk,ray shell,0.009628440253436565
thomas hedley reynolds,james alan yorke,0.009981648065149784
chester gore,gary freeman,0.009890124201774597
joel whitburn,marc ellis,0.01112175639718771
william nelson,monroe anne shannon,0.011568580754101276
david wayne edwards,roberta quimby,0.011747888289391994
vryonis speros,laird hayes,0.009359633550047874
lee cronbach,brian taniguchi,0.010485409758985043
yvonne cagle,terrell wilks,0.011182400397956371
chris holbert,bob beach,0.009133893065154552
jessa crispin,sammy petrillo,0.010343829169869423
dan satterberg,rhonda perciavalle patrick,0.010130158625543118
packey mcfarland,theodore puck,0.009719669818878174
noreen m culhane,al davis,0.01096444670110941
sinitta,john kane,0.011131498031318188
clementson george b,pike mary hayden,0.010420097969472408
dick batchelor,kyle stanford,0.013328884728252888
ralph walter moss,evans ralph,0.015516135841608047
leroy burrell,mcconnico john,0.011409057304263115
herndon adrienne mcneil,adam mitchell,0.010683158412575722
corey olsen,sinnreich helene j,0.010761024430394173
mary petty,al mello,0.010524253360927105
margaret mayall,peter line,0.01166443433612585
george wald,yue “jennifer” wu,0.010563439689576626
becky stern,jason william gore,0.01070112083107233
john t georgopoulos,perry a frey,0.011495624668896198
j terrence lanni,emanuel hirsch bloch,0.011764619499444962
edgar m  pop  buell,cheryl prewitt,0.009932084940373898
georgine darcy,audrey mcmahon,0.012285346165299416
gary nelson holloway,harry conway  bud  fisher,0.009356478229165077
paul eston lacy,steve riggs,0.014229627326130867
lindsey hunter,daniel carleton gajdusek,0.009900111705064774
j brooks atkinson,robert sowards,0.017187658697366714
abigail louise johnston,dick batchelor,0.011144601739943027
mark albert,lucien whiting powell,0.010802269913256168
mark  the shark  titus,david karp,0.009711943566799164
jason millard,ronald buch,0.010921554639935493
mary beth cahill,catherine crump,0.04174293205142021
katie roiphe,mary heilmann,0.012456203810870647
newnam william e,james harris,0.010913388803601265
patrick brosnan,edward pj corbett,0.01416100561618805
harry kroger,fanny baker ames,0.00992836244404316
burwell armistead,bhaskaran vivek,0.009672234766185284
emily caruso,armour jody,0.00929323211312294
del martin,t c brister,0.016025492921471596
lars peter hansen,clarence barbour,0.010494680143892765
dawson ashley,m frederick hawthorne,0.011972429230809212
george washington crile,nadine kaslow,0.009629986248910427
rodney french,lou nova,0.010926453396677971
sahra noor,victor poor,0.00936946365982294
natasha wheat,john shelton curtiss,0.009613464586436749
leon dabo,degarmendia basil spalding,0.009650846011936665
miko lim,craig william,0.010683804750442505
ivan cyrus wettengel,ed fouhy,0.010733050294220448
mary abbott,eben s stearns,0.01183265820145607
jason disalvo,john j powers,0.02663165144622326
missie mcgeorge,m brian blake,0.01384428609162569
james duesenberry,michael powell,0.01525307446718216
paolo soleri,franceye,0.010436652228236198
edward stanley angel,robert elmer horton,0.009634211659431458
winthrop c libby,arthur newell talbot,0.01102281454950571
terrance darby dill,holly kearl,0.010209334082901478
rob maccachren,george stigler,0.012150278314948082
joe goode,linda m bingle,0.009554199874401093
karl ralph spangenberg,charles martin,0.01175595074892044
klein martin j,edward johnson,0.01046311017125845
seth low,thomson keith stewart,0.010532022453844547
john miller,remington richard d,0.011878687888383865
steve wheatcroft,mary sheldon barnes,0.010306296870112419
aron k barbey,john chapman ostlund,0.011271716095507145
maggie shipstead,sean scully,0.009611494839191437
darryl willis,richard pan,0.011757546104490757
delong solomon,davison roderic h,0.011392123997211456
arif zaman,stephen marchesi,0.011154190637171268
samuel v stewart,hannah dustin howell,0.010659348219633102
albert sacco jr,patsy elsener,0.011219491250813007
jeremy fall,warren t furutani,0.009929909370839596
erin popovich,cheryl lynn clarke,0.010563802905380726
raphael pumpelly,louis george carpenter,0.00950880441814661
daniel w bromley,tim norris,0.011219310574233532
john picacio,nelson searcy,0.01018562912940979
john willard raught,douglas r nowickiosb,0.028073657304048538
janet akyüz mattei,lebsock suzanne,0.010343336500227451
robert sheaffer,richard foerster,0.013201896101236343
philip mitchell baron,johnston richard f,0.011486579664051533
timothy l doherty,rc pruett,0.014808819629251957
hosea ballou ii,daniel stahl,0.0099796112626791
riggs arthur stanley,jason shawn alexander,0.010857651941478252
charles e resser,jackie robinson,0.010239957831799984
shane lavalette,david m spindel,0.010571645572781563
allan sproul,jamison family,0.012279878370463848
jack rosen,lang holly,0.01091404166072607
olga kaljakin,herschel grossman,0.011107889004051685
frank alexander wetmore,william j higginson,0.01025640219449997
john francis pott,arnold doren,0.011552327312529087
danny oconnor,venegas charlie,0.009980639442801476
kenneth naylor,lightning mcqueen,0.009718109853565693
hildegarde swift,whittington lauren,0.011662784032523632
charles n fowler,garner tullis,0.012765200808644295
keeney jack,cathy kratzert gerring,0.010266557335853577
james lovell,william henry scott,0.010985839180648327
frank stella,frank stanford,0.5607656836509705
samuel b thomsen,james dewoody,0.010660654865205288
stanley deborah f,gilman richard,0.012040884234011173
without a box,graham samuel jordan,0.009584660641849041
miller kerby a,les ihara jr,0.009846006520092487
theodore puck,john mozeliak,0.009835232980549335
lucy t allen,barry allan beach,0.00970327015966177
helen j clevenger,suzanne preston blier,0.01016953308135271
bishop bill,ray kappe,0.009771503508090973
marti barris,lee de forest,0.009891869500279427
catherine gund,lawrence hogan mize,0.010197983123362064
alan ehrenhalt,dawson ashley,0.026923926547169685
walter j zable,jacquin lisa ann,0.017215624451637268
susan mclain,alfred h bill,0.01052788458764553
dr wilford poe,james cullen martin,0.009652660228312016
barbara fister,geraldine creedon,0.012862040661275387
james r jackson,torrey johnson,0.2518891394138336
david canfield smith,joey hensley,0.010737613774836063
robert m gray,gary p gillum,0.013816867023706436
perry chen,shulman lawrence,0.012496046721935272
brent m longnecker,francys arsentiev,0.009591838344931602
peter ricchiuti,morony michael g,0.010669630952179432
upshaw orrin,brown samuel gilman,0.012083263136446476
sandra fong,whitly loper,0.009525777772068977
beverly deepe keever,moore fred,0.010244229808449745
kyra davis,jason tobias fletcher ii,0.010038414038717747
rudolph de landas berghes,jonathan b tucker,0.00982623640447855
john robert menard jr,thomas joseph walker,0.01136908121407032
arie carpenter,edmund hatch bennett,0.009754788130521774
john l weinberg,adele khoury graham,0.010632428340613842
curtis j humphreys,john merton aldrich,0.01207200437784195
adrienne monson,mary dora rogick,0.01242365688085556
john paul hammerschmidt,piper laurie,0.010376222431659698
jeffrey scott boyd,alison lee,0.011763952672481537
holly twyford,henry killam murphy,0.010079214349389076
susan crabtree,louis disbrow,0.009522579610347748
michael allen baker,becky stern,0.00973895937204361
cindy marano,david galloway,0.010169951245188713
craddock fred brenning,angela mcginnis,0.009878326207399368
madam c j walker,robert henry brom,0.009654926136136055
meyer russell w jr,tyler kristopher capps,0.010048060677945614
leonard stephen thompson,julian soshnick,0.010629569180309772
francis r scobee,nazie eftekhari,0.009711070917546749
david strand,scott takeda,0.009929816238582134
sallie bingham,edward weston,0.009690453298389912
malcolm dole,muhammed abdullah al-ahari,0.009619786404073238
andy andrews,pierre pierce,0.010961846448481083
fred romkema,jesse macy,0.011060950346291065
olin douglas browne,robert t hamilton,0.011885327287018299
robert frascino,ingrid rimland,0.01071067526936531
novak patti,bill peet,0.010351857170462608
scott kahn,david edgerton,0.013500015251338482
lon hinkle,tye olson,0.011176913045346737
kobi kambon,david zwonitzer,0.011117462068796158
rowland hussey macy sr,naftuli moster,0.010011414997279644
ted southern,henry chandler egan,0.011576468124985695
ron winter,walter charles hagen,0.01151889469474554
swett leonard,pierson fodé,0.011094696819782257
don edward schultz,francisco peña,0.010674756020307541
albert t annexstad,david h rosen,0.012251218780875206
steve addington,willie palms,0.010464952327311039
needham roberts,anthony ha-jin kim,0.011220136657357216
billington teddy,john warwick montgomery,0.010601423680782318
john edwards,theodore h schwartz,0.011566410772502422
james milholland,ruth behar,0.011613847687840462
howard lyon,katherine bowling,0.009705713018774986
peter n stearns,barbara liskov,0.011286131106317043
james fairchild,melvin hochster,0.01066336128860712
michael j hopkins,richard j ross,0.03711429238319397
lawrence a  larry  phillips,elmer ernest southard,0.010904219001531601
john lewis childs,dawn stensland-mendte,0.010019576177001
florence emeline wall,arthur louis day,0.010983475483953953
robert lee flowers,sam e rork,0.009992368519306183
thomas calloway  tom  lea iii,sam crossed,0.010000452399253845
romeo elton,hannah blank,0.009831341914832592
karen chin,pop laval,0.009476582519710064
mauro tony,edmund jew,0.010129513218998909
paul noworyta,ninja jorgensen,0.011737058870494366
steven church,richard roeper,0.012826066464185715
robert thomson,beth van fleet,0.012458103708922863
george p  bud  peterson,william anthony  bill  callegari,0.010753823444247246
judith margolis,donald blakey,0.009949745610356331
t m yarbrough,mitchell jim,0.017508236691355705
dickinson william austin,rick cramer,0.013810988515615463
lisa scottoline,morrison sarah,0.01155160367488861
esposito joe,josh blue,0.012952719815075397
terence thomas  tom  henricks,blayne barber,0.009481914341449738
anne wojcicki,william f herrin,0.010772313922643661
mcenulty frank,ogarita booth henderson,0.010436490178108215
jean oleary,the water coolers,0.009239540435373783
ted slampyak,julian christopher,0.01045245211571455
james e c perry,jeff bonds,0.02361161820590496
larry kump,maxim thorne,0.012414393946528435
charles hill,don mitchell,0.01163418311625719
mortimer offner,joni j young,0.009738578461110592
bernard dwork,monroe sweetland,0.010549299418926239
jere fields,dan grady faires,0.010817316360771656
nancy f cott,augarten stan,0.011501999571919441
larkin emma,leonard l northrup jr,0.010960854589939117
edward cutbush,bidal aguero,0.009782467037439346
ellen h swallow richards,geoffrey f chew,0.011230763979256153
bill harbach,hampton sides,0.010022045113146305
george frederick dick,david miller,0.01329896692186594
barbara jean grosz,ahmed zewail,0.010076688602566719
ryan martin,albert wilfred barbelle,0.012138836085796356
arthur s goldberger,dick lawyer,0.009848986752331257
dick purcell,kachelmeier steven j,0.010450124740600586
burnstine susan,w gary kohlman,0.013457192108035088
leah jamieson,james l snyder,0.01475625578314066
kimberley motley,anna harriet heyer,0.010489922016859055
stephen mcgrail,monique burkland,0.01151524018496275
hawkins greg,norma jean almodovar,0.010099101811647415
peter f paul,william rafter,0.012037418782711029
roberto castro,mildred grosberg bellin,0.009824603796005249
paul j coleman jr,jj howard,0.03352721408009529
conrad james,dylan c penningroth,0.011578350327908993
helm mackinley,guy garcia,0.011023666709661484
christine trujillo,jamie gilson,0.012525324709713459
lewis glucksman,edward finney,0.012111254967749119
piper donald,harlan thompson,0.010188471525907516
greg avioli,robert h snyder,0.011570586822926998
wofford john,ted tryba,0.009729891084134579
ted r smith,beatrice alda,0.00998857244849205
elizabeth george,shauna shapiro,0.011835669167339802
laurence meyer,mick wingert,0.011881565675139427
robert anderst,edward wormley,0.010843041352927685
mike l murphy,peter farrelly,0.01861397735774517
ali abdoh,phillip stephen  phil  king,0.009529782459139824
emanuel steward,reginald hall sayre,0.010720881633460522
sarah glaser,todd gleaton,0.05892312899231911
tiffany lynn adams coyne,ted a klaudt,0.00970240868628025
ted obrien,lindsay campbell,0.011229689233005047
rupert deese,hayes arden,0.011704012751579285
gorelick victor,margaret wood bancroft,0.009572582319378853
gerald j popek,yuan tseh lee,0.010371219366788864
