,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder
429,top tax rate,progressive tax,0.0,0.491800457239151,0.4,0.6392013430595398,0.5641831755638123,0.6411492228507996
430,tax system,progressive tax system,1.0,0.5975171327590942,0.8,0.8234840631484985,0.8251426219940186,0.7822669744491577
431,steeper tax,social spending,0.0,0.0101179582998156,0.0,0.2202436774969101,0.2837163507938385,0.2421175688505173
432,the Gini index,Gini,2.0,0.6769019961357117,0.6666666666666666,0.7265958786010742,0.7875571250915527,0.7554922699928284
433,access to education,Education,1.0,0.8605592250823975,0.5,0.7201970219612122,0.7069438695907593,0.7508819103240967
434,optional education,education,1.0,0.7760239839553833,0.6666666666666666,0.5788638591766357,0.7262765765190125,0.5507045984268188
435,savings and investment,"education,",0.0,0.0093012070283293,0.0,0.37958359718322754,0.4647730588912964,0.3781938552856445
436,gender inequality in education,education,1.0,0.4873639643192291,0.4,0.5535998344421387,0.6221099495887756,0.5415893793106079
437,period of compression,decrease in wages,0.0,0.3055516481399536,0.0,0.23749889433383942,0.4011389315128326,0.227073073387146
438,gender inequality in education,low economic growth,0.0,0.0093769906088709,0.0,0.21295282244682312,0.3472226858139038,0.2275726050138473
439,unions,union membership,1.0,0.7032852172851562,0.0,0.7515878081321716,0.6095173954963684,0.7289965152740479
440,technological changes and globalization,decline of organized labor,0.0,0.00906727835536,0.0,0.15453623235225677,0.3773821294307709,0.1282131522893905
441,less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,0.0093584042042493,0.2666666666666666,0.27708059549331665,0.4560549855232239,0.2488432973623276
442,Gender,ranges from 53% in Botswana to -40% in Bahrain,0.0,0.0098769646137952,0.0,0.10324779152870178,0.2941996157169342,0.0679406598210334
443,relatively equal,low,0.0,0.0099166706204414,0.0,0.1508135199546814,0.3041997253894806,0.1479838788509369
444,greater return of capital,wealth condensation,0.0,0.3703290224075317,0.0,0.31177082657814026,0.3228567838668823,0.3338695764541626
445,larger fortunes,wealth condensation,0.0,0.5616962909698486,0.0,0.3642991781234741,0.3258109092712402,0.3584131896495819
446,human capital is neglected,a lower level of economic utility in society,0.0,0.263066291809082,0.0,0.244639053940773,0.3487801253795624,0.2410693168640137
447,among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,0.4573527276515961,0.4615384615384615,0.815969705581665,0.7990515232086182,0.8205916285514832
448,a great deal of utility,basic necessities,0.0,0.2446198910474777,0.0,0.2754203677177429,0.2934022843837738,0.2451289743185043
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,0.0429007560014724,0.0,0.3358471095561981,0.3152710199356079,0.3513614535331726
450,evidence,prevent growth,0.0,0.0134377721697092,0.0,0.15962299704551697,0.3367545008659363,0.1994389295578003
451,redistributive taxation,fertility,0.0,0.0090739345178008,0.0,0.2802712023258209,0.2790678739547729,0.303090900182724
452,reduction,halve poverty,0.0,0.0103360814973711,0.0,0.3919807970523834,0.319921612739563,0.4082973003387451
453,residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,0.0309397689998149,0.0,0.30868828296661377,0.3427924811840057,0.2725202441215515
454,emissions per person,this multiplier,0.0,0.0128318462520837,0.0,0.25623461604118347,0.2759802937507629,0.270961582660675
455,environmental degradation,this as well,0.0,0.0345615707337856,0.0,0.17306269705295563,0.3392427861690521,0.1768505275249481
456,"5,000","around 15,000",0.0,0.314514696598053,0.0,0.4534015655517578,0.7888174057006836,0.4384354650974273
457,various academic disciplines,"the world's first man-made, self-sustaining nuclear reaction",0.0,0.009258035570383,0.0,0.028763314709067345,0.2917124330997467,-0.0473889708518981
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.2881920933723449,0.1333333333333333,0.3674573600292206,0.4522986710071564,0.3605731725692749
459,passed,Several University of Chicago professors,0.0,0.013009188696742,0.0,0.014554768800735474,0.3340559303760529,-0.0259916689246892
460,1910,Several University of Chicago professors,0.0,0.0095591060817241,0.0,0.19983091950416565,0.3113726377487182,0.1853052973747253
461,after their second year,early 1950s,0.0,0.0092372223734855,0.0,0.0738164484500885,0.3236765265464783,0.0489163994789123
462,"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,0.4363983571529389,0.2,0.31630998849868774,0.3650338649749756,0.2769127190113068
463,a board of trustees,The Board of Trustees,2.0,0.955896258354187,1.0,0.9068734049797058,0.9085503220558168,0.9293217658996582
464,Robert Zimmer,Daniel Diermeier,0.0,0.0131550161167979,0.0,0.25574254989624023,0.3156440556049347,0.2592036724090576
465,Miller–Urey experiment,Chicago Pile-1,0.0,0.009570475667715,0.0,0.16761897504329681,0.3069857060909271,0.1696815192699432
466,Alpha Phi Omega,Four,0.0,0.0099231898784637,0.0,0.1186835765838623,0.2754660546779633,0.1282540410757064
467,Arthur H. Compton,Robert A. Millikan,0.0,0.0168408472090959,0.0,0.30539122223854065,0.4546014666557312,0.2770266532897949
468,Yuan T. Lee,Glenn T. Seaborg,0.0,0.0147972973063588,0.3333333333333333,0.2283054143190384,0.5448740124702454,0.1642242968082428
469,David Bevington,John Mearsheimer and Robert Pape,0.0,0.009491036646068,0.0,0.2556852400302887,0.3406831324100494,0.2374586015939712
470,Yuán Cháo,元朝,0.0,0.0098231937736272,0.0,0.23668265342712402,0.4707608819007874,0.2397903800010681
471,Song dynasty,Mongol Empire,0.0,0.0108594084158539,0.0,0.31504181027412415,0.4319038987159729,0.3469715416431427
472,3,three,2.0,0.947051167488098,0.0,0.9219055771827698,0.7167143821716309,0.936853289604187
473,south,the western frontier,0.0,0.0116463843733072,0.0,0.20902730524539948,0.3892387747764587,0.2477150857448578
474,Yangzi River basin,the Song dynasty,0.0,0.0093849841505289,0.0,0.2980327606201172,0.3302232325077057,0.3034659624099731
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.0927542448043823,0.0,0.3498501479625702,0.4217803180217743,0.344578742980957
476,a period of foreign domination,continuation of the Mongol Empire,0.0,0.0126174269244074,0.25,0.2304084151983261,0.4841449856758118,0.211754485964775
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.2934980988502502,0.1428571428571428,0.41183212399482727,0.41472128033638,0.3767807483673096
478,western,Yuan dynasty,0.0,0.0095109427347779,0.0,0.1272551417350769,0.2949142456054687,0.1387045383453369
479,Shoushi Li,授時暦,0.0,0.0102348551154136,0.0,0.17772427201271057,0.2650889158248901,0.1464972198009491
480,four,Four,2.0,0.9493138194084167,1.0,0.9809837341308594,1.0000001192092896,0.9825791716575624
481,Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,0.062341496348381,0.0,0.19427038729190826,0.4083020687103272,0.1578162908554077
482,Ilkhanate,reaching the highest-post in the government,0.0,0.0105822002515196,0.0,0.06795558333396912,0.269459456205368,0.0480872616171836
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.0105153545737266,0.0,0.3576222062110901,0.3033463358879089,0.343209445476532
484,a Qara-Khitay (Khitan,Ahai,0.0,0.0140182888135314,0.0,0.28542399406433105,0.2741889357566833,0.2996490299701691
485,Zhu Yuanzhang,thanks,0.0,0.0095298998057842,0.0,0.10668178647756577,0.1961591392755508,0.0845689922571182
486,Southern,southern,2.0,0.9405380487442015,1.0,0.9020900726318359,1.0000008344650269,0.9340220093727112
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.5233471989631653,0.0,0.7239291071891785,0.64435875415802,0.7338681221008301
488,pattern recognition receptors,cells,0.0,0.0097835157066583,0.0,0.15290997922420502,0.3404520750045776,0.1358513385057449
489,pH or available iron,balance of microbial populations,0.0,0.0107076298445463,0.0,0.1256476640701294,0.3128387033939361,0.0838086977601051
490,adaptive,strong response,0.0,0.0100690517574548,0.0,0.3254466950893402,0.3309696614742279,0.3069572448730469
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.6932868957519531,0.6666666666666666,0.6788351535797119,0.7767507433891296,0.6548293828964233
492,adaptive immune system,the adaptive immune system,2.0,0.9693391919136048,1.0,0.9602351188659668,0.933456540107727,0.968268632888794
493,bacteriophages,viral,0.0,0.0484804585576057,0.0,0.09477727115154266,0.2526304125785828,0.0937761291861534
494,protein A,G,0.0,0.0155690535902977,0.0,0.2375621646642685,0.4272677898406982,0.2672043144702911
495,Korean,onomist,0.0,0.0095226876437664,0.0,0.232796311378479,0.266297698020935,0.2905741035938263
496,World Meteorological Organization,WMO,2.0,0.3028862178325653,0.0,0.3760395348072052,0.2222531735897064,0.3996152877807617
497,United Nations Environment Programme,UNEP,2.0,0.8801038861274719,0.0,0.5368212461471558,0.2485343366861343,0.5745514035224915
498,available information about climate change based on published sources,peer-reviewed sources,0.0,0.2787599265575409,0.1818181818181818,0.47671985626220703,0.4414404034614563,0.4858899712562561
499,"""business as usual"" (BAU)",enhanced greenhouse effect,0.0,0.0091103035956621,0.0,0.05079978331923485,0.2859382331371307,-0.0017684958875179
500,does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,0.0123552987352013,0.0,0.1998233199119568,0.3130508363246918,0.163380742073059
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.1809260994195938,0.0,0.39110034704208374,0.3555935919284821,0.3690024614334105
502,"""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""",the IPCC from the WWF report,0.0,0.0092195179313421,0.0,0.16464465856552124,0.3923722505569458,0.100113958120346
503,"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,0.6028684377670288,0.5,0.5500231385231018,0.6335692405700684,0.5465237498283386
504,18 July 2000,May 2000,0.0,0.3483820259571075,0.4,0.617351770401001,0.730453372001648,0.6288352012634277
505,14,Ten,0.0,0.262474924325943,0.0,0.4264966547489166,0.5656170845031738,0.4993306398391724
506,Ten,14,0.0,0.1374451220035553,0.0,0.42649662494659424,0.5656170845031738,0.4993306398391724
507,9–88 cm,0.5–1.4 m,0.0,0.0527411587536335,0.0,0.16624552011489868,0.5847134590148926,0.1223728582262992
508,50–140 cm,9–88 cm,0.0,0.2626094222068786,0.5,0.14103583991527557,0.7265641689300537,0.0670291855931282
509,regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,0.6365406513214111,0.2222222222222222,0.6114926934242249,0.6360138058662415,0.6087393164634705
510,other scientific bodies,scientific papers and independently documented results,1.0,0.5072327256202698,0.2222222222222222,0.46279335021972656,0.4649069607257843,0.4396135509014129
511,IPCC,the IPCC,2.0,0.9559227228164672,1.0,0.9313850402832031,0.9127925634384156,0.9424384832382202
512,composite number,primes,0.0,0.0098758311942219,0.0,0.26942896842956543,0.3408239185810089,0.2876437306404114
513,the statistical behaviour,distribution,0.0,0.0283540561795234,0.0,0.3395368158817291,0.3903829157352448,0.3753897249698639
514,prime ideals,prime elements,0.0,0.5859630107879639,0.5,0.7036796808242798,0.7208208441734314,0.7353872060775757
515,Christian Goldbach,mathematicians,0.0,0.0096930302679538,0.0,0.08125203847885132,0.2668743133544922,0.0729649811983108
516,the sum of divisors function,relationship of the number to its corresponding value of Euler's totient function,0.0,0.0266302563250064,0.2666666666666666,0.2823012173175812,0.5122935175895691,0.2215935587882996
517,Euler's totient function,sum of divisors function,0.0,0.1036952286958694,0.2857142857142857,0.27652958035469055,0.4090537130832672,0.2302294224500656
518,only the single number 1,eliminate all multiples of 1,0.0,0.5214998722076416,0.2222222222222222,0.437089204788208,0.4501111209392548,0.4225636124610901
519,the Rhind papyrus,Egyptian fraction,0.0,0.009313553571701,0.0,0.14675335586071014,0.3459176421165466,0.0921720713376998
520,only three divisions,only for those m that are prime,0.0,0.0089821089059114,0.2,0.27597811818122864,0.448607861995697,0.2227966040372848
521,Solovay-Strassen tests,Miller-Rabin,0.0,0.0107381204143166,0.0,0.17764650285243988,0.3323155641555786,0.1321431398391723
522,primorial primes,Fermat,0.0,0.0098370192572474,0.0,0.20073586702346802,0.264207124710083,0.2117719799280166
523,Fermat primes,Mersenne,0.0,0.0096233217045664,0.0,0.25013965368270874,0.2751982510089874,0.2374895215034485
524,The Electronic Frontier Foundation,"$150,000",0.0,0.0104900663718581,0.0,0.15128318965435028,0.295633316040039,0.14047372341156
525,n < p < 2n − 2,A or μ,0.0,0.0098909074440598,0.0,0.2513936460018158,0.2788703143596649,0.2479856163263321
526,diverges,exceeds any given number,0.0,0.0155901685357093,0.0,0.06256379932165146,0.2588268220424652,0.0278688613325357
527,identity,algebraic,0.0,0.0094744879752397,0.0,0.23243390023708344,0.4757382869720459,0.270549476146698
528,twin prime conjecture,Polignac's,0.0,0.0123001607134938,0.0,0.1345600038766861,0.2729257941246033,0.1306318938732147
529,indecomposability,minimality,0.0,0.017861783504486,0.0,0.30914896726608276,0.2776974141597748,0.3399009704589844
530,the smallest subfield,Q or the finite field with p elements,0.0,0.2999471127986908,0.0,0.24799217283725739,0.4040091335773468,0.1950917840003967
531,4k + 3,Z,0.0,0.0109161017462611,0.0,0.10781378298997879,0.2787258327007293,0.0899849161505699
532,Europe,Germany,0.0,0.0719578489661216,0.0,0.5628612041473389,0.5994718074798584,0.6377252340316772
533,Netherlands,Germany,0.0,0.1002994105219841,0.0,0.4256099462509155,0.5310124158859253,0.4618900418281555
534,1st century BC,Roman-era,0.0,0.0257691610604524,0.0,0.29319512844085693,0.4031980335712433,0.3058774769306183
535,Gaulish name Rēnos,Rhenus,2.0,0.1325847506523132,0.0,0.5581824779510498,0.239854633808136,0.5817244052886963
536,Hoek van Holland,(1036.20 km),0.0,0.0105839129537343,0.0,0.10046979039907455,0.2243764847517013,0.0523650795221328
537,"Rhine-kilometers""",kilometres,1.0,0.5340471863746643,0.0,0.543135404586792,0.5075640082359314,0.5087727904319763
538,Austria,Liechtenstein,0.0,0.0103137055411934,0.0,0.2170298993587494,0.5098183155059814,0.2516354024410248
539,Switzerland,Liechtenstein,0.0,0.0109158484265208,0.0,0.3189137876033783,0.4520317912101746,0.3429589867591858
540,Lake Constance,West by the Alter Rhein,0.0,0.0092576816678047,0.0,0.15981800854206085,0.2882521748542785,0.1479653716087341
541,parallel to the canalized Rhine,into the lake,0.0,0.0098219690844416,0.0,0.20574866235256195,0.4914231598377228,0.1977583467960357
542,Lake Rhine,Seerhein,2.0,0.0096770413219928,0.0,0.4408591687679291,0.277704119682312,0.4854399561882019
543,Rheinbrech,Upper Lake,0.0,0.0094160037115216,0.0,0.2667008936405182,0.2292464822530746,0.2944392263889313
544,Rheinbrech,Upper Lake,0.0,0.0094160037115216,0.0,0.2667008936405182,0.2292464822530746,0.2944392263889313
545,Lindau,Mainau,0.0,0.2824545502662659,0.0,0.49656766653060913,0.2721318006515503,0.5029944181442261
546,Moselle,Neckar,0.0,0.0105557469651103,0.0,0.2423338145017624,0.2463841140270233,0.296208918094635
547,plants and factories,industry,1.0,0.1915659755468368,0.0,0.302273154258728,0.4789030253887177,0.3245290219783783
548,Switzerland,Lower Rhine,0.0,0.0110319247469306,0.0,0.23024557530879974,0.2937023937702179,0.2532560527324676
549,Switzerland,Duisburg,0.0,0.0102571276947855,0.0,0.1394164115190506,0.2452629953622818,0.1951961070299148
550,Sankt Goarshausen,Lorelei,0.0,0.0096822520717978,0.0,0.06082596629858017,0.2192183583974838,0.0435148552060127
551,Duisport,Duisburg,2.0,0.3056810796260834,0.0,0.582452118396759,0.7250429391860962,0.6095007658004761
552,Noord River,Nieuwe Maas,0.0,0.0094789369031786,0.0,0.26917949318885803,0.2443000078201294,0.3057945072650909
553,Old Rhine,Oude Rijn,2.0,0.179881677031517,0.0,0.898277997970581,0.2321758568286896,0.9132239818572998
554,Merwede-Oude Maas,North Sea,0.0,0.0097548058256506,0.0,0.180807963013649,0.2287982553243637,0.1827426254749298
555,tear huge areas of land into the sea.,tidal currents,0.0,0.0896692276000976,0.0,0.36586442589759827,0.3129998445510864,0.3517558872699737
556,Mesozoic Era,Triassic Period,0.0,0.2329999059438705,0.0,0.41322916746139526,0.3545579612255096,0.4160452485084533
557,Ice Ages,geological period,1.0,0.011506657116115,0.0,0.41095611453056335,0.4262698292732239,0.4414890706539154
558,increased flooding and sedimentation,Bronze Age agriculture,0.0,0.0094861164689064,0.0,0.188118577003479,0.3146139979362488,0.1449722051620483
559,southern,between the modern Baden and Württemberg,0.0,0.0095087550580501,0.0,0.15729422867298126,0.372232437133789,0.1518926322460174
560,5th century,Migration period,0.0,0.0094516603276133,0.0,0.09392310678958893,0.3448952436447144,0.0858889669179916
561,1935,1930,0.0,0.3178043067455292,0.0,0.5321389436721802,0.7743566036224365,0.5571914315223694
562,Seven Days to the River Rhine,plan for an invasion of Western Europe,0.0,0.0095464056357741,0.0,0.15380726754665375,0.3553446829319,0.1278296709060669
563,Following a referendum in 1997,1998,0.0,0.1491210162639618,0.0,0.29129934310913086,0.5455079078674316,0.2742093801498413
564,in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,0.3611902296543121,0.0,0.316498339176178,0.3902269005775452,0.3031255006790161
565,Parliament of the United Kingdom,The British Parliament,2.0,0.9375032782554626,0.3333333333333333,0.7900707125663757,0.6852813959121704,0.8373710513114929
566,majority,40%,0.0,0.4328402280807495,0.0,0.359126478433609,0.4173820316791534,0.4105941653251648
567,blueprint,the Convention,0.0,0.021362368017435,0.0,0.12240983545780182,0.3396376073360443,0.1387068629264831
568,Scottish Parliament Building,Edinburgh,0.0,0.0100358268246054,0.0,0.49542292952537537,0.4199125170707703,0.5258982181549072
569,the Parliamentary Bureau,Presiding Officer,0.0,0.0137186152860522,0.0,0.23720590770244598,0.3419350683689117,0.2672239542007446
570,debating chamber,Wednesday afternoons,0.0,0.0371152125298976,0.0,0.13300500810146332,0.2578480243682861,0.1262729912996292
571,Gaelic,"Scots, Gaelic, or any other language with the agreement of the Presiding Officer",1.0,0.4932009875774384,0.1666666666666666,0.3066246509552002,0.5334181189537048,0.2367010116577148
572,votes,outcome,0.0,0.2491333186626434,0.0,0.435558557510376,0.3948705792427063,0.5001831650733948
573,not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,0.0199045371264219,0.0,0.1619105488061905,0.3907930552959442,0.1315140277147293
574,no revising chamber,"take evidence from witnesses, conduct inquiries and scrutinise legislation",0.0,0.0307688657194376,0.0,0.03993748873472214,0.2623572945594788,-0.0535749271512031
575,Scottish Government.,Committees,0.0,0.0101038226857781,0.0,0.21122370660305023,0.3532960116863251,0.2355769127607345
576,Scottish Parliament,Parliament,1.0,0.6066785454750061,0.6666666666666666,0.6716314554214478,0.6769337654113771,0.6946301460266113
577,automatically devolved,not specifically reserved,0.0,0.0098693193867802,0.0,0.1508333683013916,0.2709160149097442,0.146656185388565
578,UK Government ministers,Westminster,0.0,0.0348033644258976,0.0,0.27880948781967163,0.2712225615978241,0.2903008162975311
579,in the relevant committee or committees,the whole Parliament,0.0,0.1902110874652862,0.0,0.23994901776313782,0.4471094906330109,0.179746389389038
580,Decision Time,After a general debate on the final form of the bill,0.0,0.4732365310192108,0.0,0.3262583613395691,0.3164049088954925,0.3264792263507843
581,supplant it.,"reverts to the first Thursday in May, a multiple of four years after 1999",0.0,0.0124021396040916,0.0,0.06495809555053711,0.3233552277088165,0.0091755939647555
582,MSPs,leaders of the opposition parties and other MSPs,1.0,0.6604369282722473,0.25,0.6417832374572754,0.6027203202247621,0.6102262735366821
583,legislative programme for the forthcoming year,a statement,0.0,0.0117622474208474,0.0,0.22409245371818542,0.3636254668235779,0.2115975618362426
584,any member of the Scottish Government,ministers in departments that are selected for questioning that sitting day,0.0,0.0655150413513183,0.0,0.20960167050361633,0.3528298139572144,0.1982126981019973
585,issues under their jurisdiction,the First Minister,0.0,0.0091782258823513,0.0,0.1140158474445343,0.3505848050117493,0.0669782236218452
586,constituency seats,second,0.0,0.010451890528202,0.0,0.12748055160045624,0.335939884185791,0.1259695589542389
587,a number of qualifications,qualifications,2.0,0.9294992685317992,0.5,0.7666796445846558,0.6706658005714417,0.7712004780769348
588,Edinburgh Pentlands,former party leader,0.0,0.0099181216210126,0.0,0.11924931406974792,0.2548116445541382,0.1048026084899902
589,"able to vote on domestic legislation that applies only to England, Wales and Northern Ireland",procedural consequence,0.0,0.0303712245076894,0.0,0.060121309012174606,0.2865181565284729,-0.0145011357963085
590,its supporters,Scholars and observers,0.0,0.0091148298233747,0.0,0.20161503553390503,0.4078139066696167,0.1994529664516449
591,a historical fluke,political Islam,0.0,0.0091084064915776,0.0,0.0409555621445179,0.3242009282112121,-0.0047773052938282
592,considerable impact,"experience, ideology, and weapons",0.0,0.010133902542293,0.0,0.10467177629470825,0.338479608297348,0.0892775356769561
593,political support,making peace with Israel,0.0,0.0174543056637048,0.0,0.12958252429962158,0.312127947807312,0.1021939143538475
594,assassinated,Islamists came to completely dominate university student unions,0.0,0.0097828544676303,0.0,0.09090693295001984,0.3230857849121094,0.0525261908769607
595,gradual,Islamic revolution,0.0,0.0157385505735874,0.0,0.040158264338970184,0.3243123590946197,0.0572292655706405
596,conspiracy,Westernizing Muslims,0.0,0.0093354629352688,0.0,0.11312399804592133,0.3135897517204285,0.103117860853672
597,promoted Western/foreign ideas and practices into Islamic societies,secular leanings,0.0,0.0215306170284748,0.0,0.12910936772823334,0.3051217198371887,0.1087560579180717
598,al-Gama'a al-Islamiyya,Islamic Group,1.0,0.6180230379104614,0.0,0.41223570704460144,0.3351809680461883,0.3948831558227539
599,Algeria,Afghanistan,0.0,0.0093022137880325,0.0,0.35368987917900085,0.5504394173622131,0.3746754825115204
600,vicious and destructive,civil,0.0,0.011618698015809,0.0,0.10261104255914688,0.3514092564582825,0.0932683572173118
601,Sharia,an idealized and systematized version of conservative tribal village customs,0.0,0.0205094162374734,0.0,0.23266220092773438,0.2403136789798737,0.2130667865276336
602,a different view,Islam's pivotal turning point as occurring not with the death of Ali,0.0,0.0237033870071172,0.0,0.08334662020206451,0.3370056748390198,0.0400690883398056
603,ended the true Islamic system,working through Turkish modernist Mustafa Kemal Atatürk,0.0,0.0092017976567149,0.0,0.09919337183237076,0.2949582934379577,0.0653627663850784
604,elites,government,1.0,0.0347929708659648,0.0,0.2270527333021164,0.3474403619766235,0.287334680557251
605,Christian Whiton,George W. Bush,0.0,0.0109874606132507,0.0,0.2566584050655365,0.4219906032085418,0.2533308267593384
606,military force,colonization,1.0,0.0094341188669204,0.0,0.19065949320793152,0.3396304249763489,0.2418216168880462
607,"""Formal imperialism""",formal,1.0,0.1133482307195663,0.6666666666666666,0.39452028274536133,0.6734429597854614,0.3434564173221588
608,"""informal"" imperialism",Informal rule,1.0,0.2957660853862762,0.5,0.3140948414802551,0.5895671844482422,0.2512059211730957
609,informal,Informal rule is generally less costly,1.0,0.4362943172454834,0.2857142857142857,0.45884907245635986,0.5571815371513367,0.4280252158641815
610,ownership of private industries,technological superiority,0.0,0.0089315995573997,0.0,0.21246947348117828,0.3022986650466919,0.1859969198703766
611,seaborne,land,0.0,0.0098387338221073,0.0,0.1926981806755066,0.3228683173656464,0.2454670071601868
612,political focus,ideological,0.0,0.0551496595144271,0.0,0.359103798866272,0.5276502370834351,0.3912967741489409
613,ideological,commercial,0.0,0.0110103515908122,0.0,0.2446497082710266,0.4233678281307221,0.2870109677314758
614,taking physical control of another,a conquest over an area,1.0,0.010031908750534,0.0,0.2799406349658966,0.3633454442024231,0.2589277923107147
615,conquering the other state's lands,political and monetary dominance,1.0,0.0209540650248527,0.0,0.2111508548259735,0.3418847322463989,0.178166925907135
616,theory of races,Social Darwinism,1.0,0.009514370933175,0.0,0.2547084093093872,0.3377823829650879,0.279720664024353
617,geographical societies in Europe,necessary for a state’s survival,0.0,0.0118148578330874,0.0,0.07116904854774475,0.3223842978477478,0.0221943370997905
618,uncivilized,fully human,0.0,0.0123008843511343,0.0,0.16729997098445892,0.2331552654504776,0.1616665124893188
619,the British Empire,Terra nullius,0.0,0.009784041903913,0.0,0.13052821159362793,0.2564403712749481,0.1142066493630409
620,irrational and backward,them,0.0,0.020940663293004,0.0,0.1061403900384903,0.3740260004997253,0.083626352250576
621,inferior,irrational and backward,0.0,0.0089823035523295,0.0,0.16037437319755554,0.3758475780487061,0.1595427989959716
622,Orientalism,inferior,0.0,0.0090391216799616,0.0,0.2312854379415512,0.3159299790859222,0.2585866451263428
623,blank spaces on contemporary maps,maps,1.0,0.5182555913925171,0.3333333333333333,0.5566676259040833,0.5783030390739441,0.4902481436729431
624,nineteenth-century cartographic techniques,nineteenth-century maps,2.0,0.8911095857620239,0.4,0.7410922646522522,0.7466840147972107,0.7326672077178955
625,European,Europe,2.0,0.9535083770751952,0.0,0.9155421257019043,0.7984635829925537,0.9364206790924072
626,taxation,removing its economic foundation,0.0,0.0117309652268886,0.0,0.14458179473876953,0.337731808423996,0.1308580338954925
627,assimilation,Full citizenship rights,0.0,0.0104713793843984,0.0,0.1573231965303421,0.334353893995285,0.1440829932689666
628,800 CE,in late antiquity,0.0,0.178179532289505,0.0,0.25133180618286133,0.3309435248374939,0.2572060227394104
629,Eastern Europe,1919–20,0.0,0.0095484936609864,0.0,-0.03406714275479317,0.2913524508476257,-0.0220976397395134
630,Mao Zedong,Sultan Galiev and Vasyl Shakhrai,0.0,0.0095786703750491,0.0,0.025043504312634468,0.2160814106464386,-0.0214826315641403
631,The British Empire,The British,1.0,0.5512955784797668,0.6666666666666666,0.6932243704795837,0.8323226571083069,0.7014511823654175
632,pseudo-sciences,British Empire,0.0,0.009416782297194,0.0,0.09259014576673508,0.2373223751783371,0.0851679593324661
633,Middle East,Africa,0.0,0.011290106922388,0.0,0.25092601776123047,0.2791725099086761,0.3003589510917664
634,The British spirit of imperialism,Social Darwinism,0.0,0.0091046541929245,0.0,0.16827727854251862,0.3527672588825226,0.172973096370697
635,the Monroe Doctrine,through policies,0.0,0.0569641552865505,0.0,0.13758514821529388,0.4309605062007904,0.1254648566246032
636,interventionism,.,0.0,0.0292152501642704,0.0,0.17894797027111053,0.3542927205562592,0.1998321563005447
637,"""internal colonialism""",internal,0.0,0.3211346268653869,0.6666666666666666,0.4555536210536957,0.5826873779296875,0.38339564204216
638,During the 16th and 17th centuries,17th century,1.0,0.6179607510566711,0.2857142857142857,0.7934060096740723,0.7296832799911499,0.7829660177230835
639,World War I,creation of modern Balkan and Middle Eastern states,0.0,0.0092119807377457,0.0,0.14937271177768707,0.2988193333148956,0.1138355433940887
640,wide variety of industries,"FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing",1.0,0.1299168914556503,0.0,0.35213702917099,0.3579157590866089,0.3336352109909057
641,12th/13th-century nobleman,shortened form of the masculine name of Slavic origin Warcisław,0.0,0.0093583120033144,0.0,0.23904994130134583,0.2994978427886963,0.2512154877185821
642,August 1944,the Red Army was nearing the city,0.0,0.0103719690814614,0.0,0.18758486211299896,0.3277047276496887,0.1630840599536895
643,Victory Square,1979,0.0,0.0097148371860384,0.0,0.21709387004375458,0.3175670206546783,0.2239887416362762
644,452.8 ft,115.7 metres,0.0,0.0419359728693962,0.0,0.25422602891921997,0.6499404907226562,0.2079828977584839
645,at the right bank of the Vistula,by the eastern border,0.0,0.0095969717949628,0.0,0.1794239729642868,0.4810006320476532,0.1460554897785186
646,Vistula Valley,geomorphologic,0.0,0.0096350805833935,0.0,0.05876290798187256,0.2070718556642532,0.0574137270450592
647,former flooded terraces,peat swamps or small ponds,0.0,0.1012853756546974,0.0,0.16883344948291779,0.3326136767864227,0.1370428055524826
648,plain Vistula terraces,highest terrace,0.0,0.4001738727092743,0.0,0.42810580134391785,0.4072994291782379,0.3834939002990722
649,Masovian gothic,Gothic architecture,1.0,0.6704041361808777,0.5,0.5830174684524536,0.6304810047149658,0.5776784420013428
