,answer1,answer2,label,bi_encoder
2326,1996,1979,0.0,0.2315501868724823
1711,radiation,ozone,1.0,0.23195627331733704
3094,lucky,the blood sacrifice,0.0,0.23211300373077393
795,sign language,esthetician,0.0,0.23219071328639984
3230,massive hemorrhage,LGIB,0.0,0.23227724432945251
397,Nate Corddry,joel johnstone,0.0,0.23258131742477417
415,the steering mechanism,loading bay,0.0,0.2329118251800537
3569,graphite or metal,zinc,0.0,0.23292061686515808
387,the spirit world,Miguel,0.0,0.23297668993473053
2849,1980,Super Bowl XLIV,0.0,0.23314929008483887
1603,Texas,Pittsburgh,0.0,0.2331543266773224
287,036,ilankai,0.0,0.23320600390434265
760,Henry VIII,edward vi,0.0,0.23337677121162415
2603,The 1935Â Labor Day hurricane,Hurricane Michael,0.0,0.23342464864253998
2021,Nick Sager,William Joseph Devane,0.0,0.23359954357147217
2402,front-wheel drive,awd,0.0,0.2338247150182724
3538,2016–17,2011,1.0,0.2341538667678833
2204,222,136,0.0,0.23419307172298431
561,26 November 1962,1832,0.0,0.2344973385334015
1513,none,0,0.0,0.2345755398273468
408,Boston Celtics,los angeles lakers,0.0,0.23463654518127441
411,M Lamar,laverne cox,2.0,0.23485824465751648
454,for all penalties,for a set number of minutes,2.0,0.23488187789916992
1901,Glenn Strange,kenneth branagh,0.0,0.23492546379566193
2338,warm ocean waters,solar energy,1.0,0.234929159283638
3197,"""personal account number""",ab123456c,0.0,0.23495009541511536
1665,Baltimore Colts,the New York Giants,0.0,0.2351459264755249
30,oleic acid,unsaturated fat,2.0,0.23515434563159943
1069,Shankar Dayal Sharma,Venkaiah Naidu,0.0,0.23527836799621582
2780,the West Point cadet officer,first sergeants and above,1.0,0.23528660833835602
3054,flexor,supination,0.0,0.23539653420448303
1047,Kareem Abdul-Jabbar,Michael Jordan,0.0,0.23553423583507538
1990,Des Moines,"Lebanon, Kansas",1.0,0.23563675582408905
1360,E. Hamilton Lee,charles lindbergh,0.0,0.23585093021392822
2144,The Fabulous Moolah,charlotte,0.0,0.23591847717761993
105,France's National Constituent Assembly,1789,1.0,0.23598483204841614
2763,1969,2000,0.0,0.23611070215702057
2846,"New York City, US","nashville, tennessee",1.0,0.23613610863685608
3349,Opposite,Sympodial,0.0,0.23628824949264526
553,size,Entamoeba,0.0,0.23629948496818542
1336,None,11.16,0.0,0.23633478581905365
1077,3,five,0.0,0.23640640079975128
352,Max,Perry,0.0,0.23660455644130707
950,punishment for a crime,chattel slavery,0.0,0.23664332926273346
708,"""Counterfeit""","May 9, 2016",0.0,0.23676909506320953
3001,China,Crane Currency,0.0,0.2368011474609375
3249,Harry Redknapp,Danny Green,0.0,0.23685431480407715
719,1909,Florida,0.0,0.2369697093963623
1198,Universal Studios Hollywood,Atlanta,1.0,0.2371395230293274
2048,more than two hundred,170,1.0,0.2371818572282791
2706,1937,2001,0.0,0.23750875890254974
3580,Tim Curry,richard o'brien,1.0,0.23754018545150757
1241,a typewriter ribbon,Cracker Jack,0.0,0.2376997321844101
1199,Universal Studios Hollywood,"atlanta, georgia",1.0,0.2377246916294098
2205,222,79,0.0,0.23792341351509094
314,Isaac Liev Schreiber,josh robert thompson,0.0,0.23794689774513245
1034,Eden Hazard,Matt Doherty,0.0,0.23794978857040405
1357,Bulgaria,France,0.0,0.23797772824764252
631,Laura,Sara Crowe,0.0,0.2383098006248474
3211,executes,disappeared,0.0,0.23836585879325867
860,the Negro Act of 1740,four,0.0,0.2385103851556778
855,intersection,value,0.0,0.23856641352176666
3002,China,Marco Polo,0.0,0.23872581124305725
3355,General Sweet Mayhem,Princess Unikitty,0.0,0.2387727051973343
1569,thirteenth,gije,0.0,0.23890900611877441
1634,Jury duty,Voting for federal office,1.0,0.23913201689720154
2932,"January 5, 2019","october 27, 2018",1.0,0.23921871185302734
124,Hermes,Agenor,0.0,0.2392541617155075
2343,The discovery of hyperbolic geometry,Newtonian physics,0.0,0.23935379087924957
518,All 14 districts,Thiruvananthapuram,1.0,0.23938079178333282
3650,Rome,normandy,0.0,0.23938792943954468
1485,Cassie Jo Stoddart,rachel joy scott,0.0,0.23950731754302979
2044,"September 20, 2015",27 april 2018,0.0,0.23953673243522644
1058,the British,Mexico,1.0,0.23954099416732788
3503,1981 to 1996,"November 26, 2018",0.0,0.23956358432769775
3035,Sparta,the Peloponnesian League,0.0,0.23957157135009766
2010,second century AD,73 BC,0.0,0.23969171941280365
442,María Conchita Alonso,melinda page hamilton,0.0,0.24019698798656464
1912,15,two,0.0,0.24022263288497925
2249,"near Tully, Queensland",Dungay near Murwillumbah,0.0,0.24032306671142578
3298,Vanessa Hudgens,known professionally as Monique Coleman,0.0,0.2403486967086792
1424,shoulder sleeve,khaki,0.0,0.24035857617855072
3431,control access to a resource,security,2.0,0.24040758609771729
2750,Surekha Yadav,Karen Harrison,0.0,0.24053740501403809
1802,mahogany tree,Guanacaste,0.0,0.2405538707971573
135,1969,as early as 1849,0.0,0.2406163364648819
1067,Shankar Dayal Sharma,Mohammad Hamid Ansari,0.0,0.24063259363174438
2471,Since 1978,1934 and 1966,1.0,0.24066714942455292
3281,92,16,0.0,0.2408970147371292
3528,Reeve Jefferson Carney,Miranda Evans -,0.0,0.2411557137966156
558,26 November 1962,1729,0.0,0.24121612310409546
1099,Dylan Kingwell,Freddie Highmore,0.0,0.24125102162361145
1318,increased metabolism,dopamine,0.0,0.24138644337654114
2310,"February 12, 1993",1986,0.0,0.2416258454322815
3642,Qatar,British,0.0,0.24166220426559448
964,Kyrsten Sinema,Dianne Feinstein,0.0,0.24176226556301117
444,María Conchita Alonso,mar\u00eda conchita,2.0,0.24177969992160797
656,SVR RF,Foreign Intelligence Service of the Russian Federation,0.0,0.24191442131996155
3315,"October 23, 2018","october 10, 2017",0.0,0.24193423986434937
923,Ayesha,Elizabeth Debicki,2.0,0.24196605384349823
749,Drug Enforcement,Area Number,0.0,0.24219757318496704
590,Missy Peregrym,jeremy sisto,1.0,0.2423708736896515
1953,The Platters,Rivers Cuomo,0.0,0.24242955446243286
2158,"""Formality""",13,0.0,0.24254931509494781
3588,Stuart Townend,Steve Williams,0.0,0.24257448315620422
1319,increased metabolism,secrete,1.0,0.2425951063632965
1998,"January 15, 2019","october 9, 2018",1.0,0.24268004298210144
494,DC Universe,Cartoon Network,0.0,0.24279779195785522
850,arbitrageur,entrepreneur,1.0,0.2430306077003479
962,Kyrsten Sinema,Jon Llewellyn Kyl,0.0,0.24303781986236572
2475,Georgia,Jono,0.0,0.24341537058353424
2606,The 1935Â Labor Day hurricane,Great Galveston Hurricane,0.0,0.24358466267585754
2622,David J. Ryder,Treasurer of the United States,0.0,0.2436038851737976
1254,Woodrow Wilson,Franklin D. Roosevelt,0.0,0.24384212493896484
1535,Darwinian evolutionary theory,Herbert Spencer,0.0,0.24398812651634216
1999,Jakob Fugger,Andrew Carnegie,0.0,0.244020015001297
2085,5779,AM,0.0,0.24416881799697876
1275,Pittsburgh,Iowa,0.0,0.24423158168792725
3594,William Jennings Bryan,Henry Ross Perot,0.0,0.24449118971824646
925,the current domestic posting rate,national,0.0,0.24452264606952667
1361,E. Hamilton Lee,Barry Goldwater,0.0,0.24473223090171814
300,town,agricultural region,2.0,0.24473240971565247
1340,three,eleven,0.0,0.24475032091140747
2577,Gaul,Provincia Belgica,0.0,0.24477437138557434
2559,Corn,alfalfa,0.0,0.24488405883312225
916,Nicole Scherzinger,Simon Cowell,0.0,0.2449207603931427
201,Boston Red Sox,Dodgers,0.0,0.24493268132209778
2227,Robert MacArthur Crawford,John Berryman,0.0,0.24508512020111084
3566,Paris,los angeles,0.0,0.24519827961921692
3653,Robert de La Salle,la salle,0.0,0.24527475237846375
455,for all penalties,an infringement of the rules,2.0,0.2453494369983673
475,14,two,0.0,0.2453700602054596
195,Lena Horne,Catherine Disher,0.0,0.2454061657190323
1299,November through December,April,0.0,0.24560856819152832
3400,Vive la révolution,vivre libre ou mourir,0.0,0.2456507384777069
2689,Georgia,texas,1.0,0.24577657878398895
522,2017,"January 3, 2018",0.0,0.24579334259033203
2574,Monarchy,mongolian - style democracy,1.0,0.2460765391588211
3301,Vanessa Hudgens,Ashley Tisdale,1.0,0.24611102044582367
3578,"November 16, 2018","November 25, 2017",0.0,0.24612002074718475
2023,Nick Sager,Peter Parros,0.0,0.24621552228927612
3280,92,eleven,0.0,0.24643205106258392
599,"January 17, 2019",2018,0.0,0.24688449501991272
2,Amma,Camille Preaker,0.0,0.24729838967323303
2229,Robert MacArthur Crawford,jon krakauer,0.0,0.24732601642608643
153,"July 26, 2016","June 23, 2018",0.0,0.2473922073841095
2180,Albuquerque,London,0.0,0.24765124917030334
3170,April,Tritter,0.0,0.24798183143138885
2954,2016,"march 2, 2017",0.0,0.24802975356578827
3413,ï¿½,Ctrl-Insert,0.0,0.24808970093727112
681,Natalie Dormer,michelle fairley,0.0,0.2481609284877777
579,"""Formality""",eighth,0.0,0.2492656409740448
2347,The discovery of hyperbolic geometry,scientific revolution,1.0,0.24931007623672485
2943,A female voice,Sofia Serrano,0.0,0.24934495985507965
1733,Georgie,snow white,0.0,0.2495948076248169
259,55 calories,450,0.0,0.24985362589359283
2829,"Lisbon, Portugal",Los Angeles,0.0,0.24989522993564606
3324,Bhairon Singh Shekhawat,Mohammad Hamid Ansari,1.0,0.2501717805862427
1147,Burma,Sri Lanka,1.0,0.2503371238708496
441,María Conchita Alonso,Lupe Ontiveros,0.0,0.2504989802837372
816,Bovine spongiform encephalopathy,mad cow disease,1.0,0.2506730556488037
125,Lucas Jade Zumann,Jonathan Crombie,0.0,0.2507077753543854
534,Stephen Perry,Ralph Carter,0.0,0.2509952783584595
2418,1909,1870,0.0,0.2510644197463989
2614,"Darrel ""Darry"" Curtis","Dallas \""Dally\"" Winston",0.0,0.2510725259780884
2465,Full Metal Jacket,High Valley,0.0,0.2512894868850708
3589,Stuart Townend,Lee Greenwood,0.0,0.2513394057750702
2538,James Seay,john payne,0.0,0.25149136781692505
2282,a brolly,biscuit,0.0,0.25160741806030273
1921,Morarji Desai,seewoosagur ramgoolam,0.0,0.2516084611415863
488,"December 6, 2001","March 31, 1949",0.0,0.2520899176597595
1497,two,protons,0.0,0.25240594148635864
1177,Michael Wincott,richard harris,0.0,0.25254112482070923
68,"December 4, 2018","January 27, 2018",0.0,0.2525828778743744
1518,Miami,"Barcelona, Spain",1.0,0.2526034712791443
419,1 December 2018,26 October 2017,0.0,0.2527393400669098
391,Article 37,part iv,0.0,0.252780020236969
3411,ï¿½,hd - rosetta,0.0,0.2530342936515808
887,Morocco,Russia,0.0,0.25315630435943604
29,oleic acid,monounsaturated fat,0.0,0.25340837240219116
907,Mentuhotep II,Hatshepsut,2.0,0.25343549251556396
791,thirty,11747034,0.0,0.253523051738739
3116,Sandra Oh,jason bourne,0.0,0.25375479459762573
2437,Oscar Hertwig,Ernest Rutherford,0.0,0.25387638807296753
2287,"39,250",3477,0.0,0.25410890579223633
149,"July 26, 2016",2018,0.0,0.2541090250015259
2692,banks,Reserve Bank of India,1.0,0.2543061375617981
2707,1937,1980,0.0,0.2547115087509155
3293,82 minutes,60 minutes,0.0,0.2550537884235382
2371,Warren G. Harding,pewdiepie,0.0,0.2551198899745941
269,the spirit of perverseness,Necromancer,0.0,0.2551533579826355
2354,16,32 teams,0.0,0.2553940713405609
3591,Stuart Townend,Stephen Sondheim,0.0,0.2554645538330078
2463,coati,mustelid,1.0,0.255486398935318
3609,8:46Â a.m.,november 11,0.0,0.25555092096328735
3465,2011–2014,seven seasons,0.0,0.2560271620750427
2539,"December 1, 2018",2002,0.0,0.2561206817626953
2723,modified for faster speed,a replacement engine,0.0,0.25684118270874023
2740,by the 5th century,c. 400 BCE,0.0,0.25703907012939453
2688,Georgia,Karnataka,0.0,0.257042795419693
3595,William Jennings Bryan,Sarah Palin,0.0,0.25719982385635376
941,David Bamigboye,Abdulfatah Ahmed,0.0,0.2573244869709015
3374,1757,1500,1.0,0.2574247717857361
3168,April,Kevin,0.0,0.2576526999473572
2859,Nitrate,careless industrial practices,1.0,0.25778907537460327
1677,"November 18, 2018","February 12, 2017",0.0,0.2580123245716095
912,Dave Barnes,Beatles,0.0,0.2580176889896393
3020,Rectified spirit,Liquor,0.0,0.25803712010383606
111,No taxation without representation,declaration of independence,0.0,0.25813761353492737
3638,Mexico,Alta California,0.0,0.25838783383369446
1137,Mexico,Alta California,1.0,0.25838786363601685
3337,10 lords a-leaping,6 Geese a-Laying,1.0,0.25855720043182373
2375,either after the element name,atomic nucleus,0.0,0.25860607624053955
3622,Saffron,stigmas,0.0,0.258766770362854
2940,graphite,juniper wood,0.0,0.2589211165904999
1817,the United States Census,the legislature of each state,0.0,0.25900858640670776
1139,Byju Raveendran,Warren Robinett,0.0,0.25913888216018677
3422,Anthony Mackie,Matthew McConaughey,0.0,0.2594320774078369
19,Hawkeye,Yondu,1.0,0.2594457268714905
908,Kanwar Sain,indira gandhi,0.0,0.25948360562324524
227,Nyle DiMarco,Jennie Finch Daigle,0.0,0.2595338523387909
2911,over 18%,nearly a fifth,0.0,0.25957179069519043
3100,Annabeth Gish,Marian Seldes,0.0,0.25968965888023376
1804,ancient Greek and Roman theatre,the circus,0.0,0.260079562664032
1690,10,92 -- 198,0.0,0.26020073890686035
961,Kyrsten Sinema,jon kyl,0.0,0.2603085935115814
3214,executes,fled,0.0,0.260395884513855
509,after the year 2001,the end of WWII,0.0,0.26041314005851746
3639,Qatar,ras tanura,0.0,0.26042020320892334
0,Nine,none,0.0,0.26055195927619934
2120,"Gloomhaven, Cephalofair Games",The Legend of Zelda: Breath of the Wild,0.0,0.26065006852149963
2193,Brontis Jodorowsky,johnny depp,0.0,0.2607797384262085
2034,Justin Bieber,Jesse Pinkman,1.0,0.2613728642463684
756,"Houston, Texas",the United States,0.0,0.261576771736145
1801,mahogany tree,beech,0.0,0.2615872919559479
3220,91 miles,19 miles,0.0,0.26162028312683105
1846,"Central Java, Indonesia",Jerusalem,0.0,0.2617626190185547
640,OWN,Channel 265,0.0,0.2622449994087219
18,Hawkeye,Thor,0.0,0.26244214177131653
943,David Bamigboye,Adamu Atta,0.0,0.26247140765190125
3365,Harold Perrineau,tefan avr,0.0,0.2626339793205261
1508,none,115,0.0,0.2627946436405182
1005,asymmetrical federalism,Konstitutsiya Rossiyskoy Federatsii,0.0,0.26311567425727844
1570,thirteenth,yahrzeit,0.0,0.26317185163497925
2530,Registered persons,elections canada,1.0,0.2634286880493164
858,the Negro Act of 1740,slavery,0.0,0.26346322894096375
271,the spirit of perverseness,alcoholism,2.0,0.2635037899017334
2327,North Carolina,Vancouver,0.0,0.26359230279922485
1514,none,105,0.0,0.26364797353744507
1548,many,65,0.0,0.2638397812843323
2453,Jason Bateman,Linwood Boomer,0.0,0.26396483182907104
2029,the Welsh language name llwyd,England,1.0,0.2643880546092987
3459,25 August 2002,18 November 2018,1.0,0.26473909616470337
3259,25,one,0.0,0.26500174403190613
1893,20,36,0.0,0.26533031463623047
3267,Alison Louder,Ariel Kaplan,0.0,0.26538676023483276
2009,second century AD,62 and 58 bc,0.0,0.26572978496551514
1890,20,8,0.0,0.26594164967536926
2420,in the season finale,the turning point,0.0,0.26595038175582886
2399,25,the aftermath,0.0,0.2660559415817261
141,5th century,c. 400 BCE,0.0,0.26612597703933716
1628,Jury duty,Congress,0.0,0.26612967252731323
2928,Liton Das,Ajantha Mendis,1.0,0.26616793870925903
258,55 calories,375,0.0,0.26619085669517517
1907,Motor Vessel,MV Maersk Alabama,0.0,0.26634618639945984
39,not more than four steps,three years,0.0,0.2664026916027069
1908,Motor Vessel,LOTI,0.0,0.2664596736431122
3304,Heather O'Rourke,Rosemarie DeWitt,0.0,0.2664603590965271
2824,Harriet Ann Jacobs,linda brent,2.0,0.2668328285217285
3373,1757,the early 16th century,1.0,0.26711273193359375
1879,Burgoyne,France,0.0,0.26724982261657715
626,Bemis Heights,"Schuylerville, New York",1.0,0.26727592945098877
3296,82 minutes,half-hour,1.0,0.2674100995063782
2532,Registered persons,Each federal electoral district,1.0,0.26747041940689087
913,Nicole Scherzinger,Antoine Malick,0.0,0.2675480246543884
3261,25,40,0.0,0.26755374670028687
846,arbitrageur,proletariat,0.0,0.2676262855529785
1371,English,hausa,0.0,0.26792988181114197
3326,volcanic,Granite Gorge Metamorphic Suite,0.0,0.26815325021743774
1633,Jury duty,right to have rights,1.0,0.2681538164615631
1795,of Precambrian,2017,0.0,0.2681911885738373
1374,English,swahili,0.0,0.2686397433280945
2796,Lightning,pocketplug,0.0,0.26890838146209717
2755,TGRI,Tokka,0.0,0.26892006397247314
1011,"September 1, 1945","February 25, 2009",0.0,0.26903435587882996
1981,1989–90,2018,0.0,0.2690609395503998
2697,Ernst Haeckel,Gregor Mendel,0.0,0.2691308557987213
2611,"Darrel ""Darry"" Curtis",Johnny Cade,0.0,0.2691916823387146
1030,Eden Hazard,raheem sterling,0.0,0.26924988627433777
932,the current domestic posting rate,no-value indicator,2.0,0.2693493366241455
2996,54,35,0.0,0.26992368698120117
742,southern and east coasts,the 5th century,0.0,0.2700694799423218
2214,1100ml,64 and 128 U.S. fluid ounces,0.0,0.2701021432876587
3113,Drug Enforcement Administration,Catholic Epistles,0.0,0.2705008387565613
171,Toby Damon,Kevin,0.0,0.2705264687538147
922,Ayesha,Zoe Saldana,0.0,0.27055028080940247
187,Marlow in Buckinghamshire,"Vancouver, British Columbia",0.0,0.27094563841819763
3130,meter,positive,0.0,0.27094924449920654
784,UCF Knights,notre dame,1.0,0.27118125557899475
1749,Psyche,Pan,0.0,0.2716112732887268
2470,Since 1978,several decades,1.0,0.27165383100509644
2206,222,100,0.0,0.2717359662055969
1789,38 Special,Shinedown,0.0,0.27208954095840454
930,the current domestic posting rate,"\""descendant\""",0.0,0.27211421728134155
1666,"$2,500",nearly $35 million,0.0,0.27218562364578247
2639,Brazil,sri lanka,0.0,0.2724330723285675
777,"Fortuna, North Dakota",Nome,0.0,0.2729489505290985
2860,Nitrate,fossil fuels,1.0,0.2730683386325836
63,October 2018,"august 22, 2017",0.0,0.2730712890625
2629,tu regions,yellow river valley,1.0,0.2734295725822449
3264,Regina,the master,0.0,0.2734580338001251
1439,Andrea Donna de Matteo,Denise Borino-Quinn,0.0,0.273524671792984
1593,Poppy Drayton,Loreto Peralta,0.0,0.27359336614608765
2390,74,100,1.0,0.2736055254936218
1362,E. Hamilton Lee,James Harold Doolittle,0.0,0.2736375629901886
2820,Cary Guffey,Barry Guiler,0.0,0.2737285792827606
3297,82 minutes,half - hour,2.0,0.27407363057136536
2241,22,four,0.0,0.2743060290813446
3409,22,four,0.0,0.2743060290813446
903,Mentuhotep II,the Ptolemaic Kingdom,0.0,0.27431267499923706
584,Jeff Harlan,tyson ritter,0.0,0.2743328809738159
600,"January 17, 2019","April 20, 2018",0.0,0.27439218759536743
3416,ï¿½,the accent,0.0,0.2744947373867035
1911,15,118,0.0,0.2747246026992798
2503,Erin Gruwell,Richard LaGravenese,0.0,0.27479156851768494
628,Bemis Heights,New York,2.0,0.2748706638813019
1499,two,three,2.0,0.2749612331390381
2271,"""support our troops""",army service ribbon,1.0,0.27520281076431274
1168,155,two,0.0,0.2752406597137451
1516,Miami,Southampton,0.0,0.2757663130760193
982,"Ashland, Virginia",Britain,0.0,0.2758173644542694
585,Missy Peregrym,marsha lisa thomason,0.0,0.2759355902671814
1221,using rotating calipers,The Width of a Circle,0.0,0.27708205580711365
1623,18,5,1.0,0.277134507894516
693,Karen Trust Grassle,Rachel Lindsay Rene Bush,0.0,0.27736467123031616
732,2018,"August 30, 2017",0.0,0.2774023115634918
2494,seven,one,0.0,0.27740558981895447
3292,82 minutes,40 half-hour episodes,0.0,0.27746856212615967
864,the Negro Act of 1740,enacted a harsh slave code,2.0,0.2779875099658966
2948,etiology,Cause,0.0,0.2782348692417145
136,1969,since the 1990s,1.0,0.27840709686279297
2856,Nitrate,industrial and household chemicals,1.0,0.2784349322319031
1121,1997,1976,0.0,0.278583288192749
70,"December 4, 2018","may 22, 2018",0.0,0.2786566913127899
1553,many,over 200,1.0,0.2787128686904907
529,1950,1922,0.0,0.2788794934749603
560,26 November 1962,1951\u201352,0.0,0.27896592020988464
2605,The 1935Â Labor Day hurricane,hurricane harvey,0.0,0.2789948284626007
1632,Jury duty,filial support,1.0,0.2790278196334839
2933,"January 5, 2019",2018,1.0,0.2790567874908447
116,the governor,the Army National Guard,0.0,0.2792394757270813
2567,Monarchy,Yuan dynasty,0.0,0.2792993187904358
2787,Heaven,footbridge,0.0,0.2796345055103302
255,Indira Gandhi,Jawaharlal Nehru,0.0,0.2797585725784302
2758,TGRI,diatomite,0.0,0.27995243668556213
1204,Rubik's Brand Ltd.,Ideal Toy Corp.,1.0,0.2799784541130066
3068,Linden Porco,warwick davis,0.0,0.2799958288669586
3417,ï¿½,C-2A,0.0,0.2801685333251953
1630,Jury duty,responsibility to protect,1.0,0.28019627928733826
1778,32,two,0.0,0.2803083062171936
1595,Poppy Drayton,Merrin Dungey,0.0,0.2804173231124878
568,"22,970","approximately 8,000",1.0,0.2807442843914032
987,25 December,5 January,0.0,0.280883252620697
648,powerful local supporter,a higher lord,0.0,0.2811567187309265
2855,Nitrate,Groundwater,0.0,0.28117600083351135
1903,Philip Parris Lynott,Ricky Warwick,0.0,0.2813102602958679
1979,1989–90,2017,0.0,0.28139951825141907
3166,April,claire,0.0,0.2815515697002411
947,punishment for a crime,peonage,0.0,0.2817417085170746
1725,"December 2, 2018","December 16, 2017",0.0,0.28182321786880493
1013,Sindhu (Indus River),ganges,0.0,0.28200921416282654
1684,Worcester Wreath Company,usually made from evergreens,0.0,0.282066285610199
3131,meter,\u03c1,0.0,0.28222087025642395
1252,Imran Khan,Punjab,0.0,0.2822495102882385
2593,Boston suburbs,maine,0.0,0.2823466956615448
268,the spirit of perverseness,nervousness,0.0,0.28238946199417114
1772,German folktales,peasants,0.0,0.28270184993743896
2713,Dave Franco,Mark Ruffalo,0.0,0.28274691104888916
412,the steering mechanism,axle ends,0.0,0.283189982175827
3654,Robert de La Salle,John Law,0.0,0.2832071781158447
1894,20,two,0.0,0.2832144498825073
285,036,94,0.0,0.28359898924827576
734,2018,1852,0.0,0.28360098600387573
43,Microprocessor without Interlocked Pipelined Stages,instruction execution speed,0.0,0.28361067175865173
3407,22,six,0.0,0.28390172123908997
2610,"Darrel ""Darry"" Curtis",older brother,0.0,0.2839401066303253
1604,Texas,Hawaii Warriors,0.0,0.28403010964393616
3624,Louis XVI,louis xv,0.0,0.2844415307044983
2108,Hinduism,Christianity,0.0,0.2845183312892914
2232,Myers,Busta Rhymes,0.0,0.28458529710769653
2823,Harriet Ann Jacobs,Miranda Evans -,0.0,0.2846125066280365
810,Mark Andreas Sheppard,Mark Ross Pellegrino,0.0,0.2847387194633484
83,"Calgary, Alberta",St. Cloud,0.0,0.28486549854278564
150,"July 26, 2016","April 21, 2018",0.0,0.28512072563171387
2690,1765,1886,0.0,0.2852362394332886
1187,Toby Stephens,Joan Bennett,0.0,0.28531306982040405
2362,Sanjay Basu,Vikas Sethi,0.0,0.2854030728340149
931,the current domestic posting rate,non-denominated postage,0.0,0.28546780347824097
1122,1997,2018,0.0,0.28563377261161804
3173,April,Lupo,0.0,0.2857323884963989
2297,11 October 1959,1967,0.0,0.28582921624183655
775,"Fortuna, North Dakota","august 21, 2017",0.0,0.2858586311340332
443,María Conchita Alonso,Lesley Ann Warren,0.0,0.28591763973236084
989,Season 30,1989,0.0,0.28605082631111145
1327,Tigmanshu Dhulia,Shah Rukh Khan,0.0,0.28605687618255615
3064,Naomi Osaka,Serena Williams,0.0,0.2860606014728546
3182,Christopher Meloni,Anthony Anderson,0.0,0.2864879369735718
2613,"Darrel ""Darry"" Curtis",Wendy Fraser,0.0,0.28682199120521545
185,"January 2, 2016",2012,1.0,0.2869047224521637
266,the spirit of perverseness,irritation,0.0,0.2869569659233093
1592,Poppy Drayton,jodi benson,0.0,0.2869960069656372
3655,Robert de La Salle,Ren\\u00e9-Robert Cavelier,0.0,0.28704726696014404
581,"""Formality""","\""Code Breaker\""",0.0,0.28706929087638855
2162,"""Formality""","\""Code Breaker\""",0.0,0.28706929087638855
260,55 calories,carbohydrate,0.0,0.28729113936424255
1488,Cassie Jo Stoddart,Jennifer Moore,0.0,0.28735047578811646
458,orchids of the genus Vanilla,the seed pods,0.0,0.2873576879501343
1041,51,100,0.0,0.28742292523384094
2344,The discovery of hyperbolic geometry,molecular genetics,0.0,0.2877880930900574
2253,"near Tully, Queensland",Australia,2.0,0.28783828020095825
1214,Mariska Magdolna Hargitay,Jenna Louise Stern,0.0,0.2880503833293915
2061,Anocracy,sovereign state,0.0,0.2882140874862671
2100,Judy Kuhn,pocahontas,1.0,0.2882687449455261
2913,over 18%,24.4%,0.0,0.2882687449455261
3284,92,four,0.0,0.2883244454860687
3656,Robert de La Salle,Ren\u00e9-Robert Cavelier,2.0,0.288481742143631
2464,coati,Long-tailed weasel,1.0,0.28855523467063904
856,intersection,Fire,0.0,0.288733571767807
1997,"January 15, 2019","May 22, 2018",1.0,0.28876110911369324
3189,on the Zambezi River,Uganda,0.0,0.2888701260089874
3552,Priyanka Chopra,Ranveer Singh,0.0,0.28899967670440674
1528,the 1st century,By the 4th century,0.0,0.2890862822532654
2569,Monarchy,communist,0.0,0.28910496830940247
1343,three,six,0.0,0.2891070246696472
1624,18,2,1.0,0.2894275188446045
3052,flexor,biceps curl,0.0,0.2894926071166992
1315,Buzz Lightyear,Annie Hall,0.0,0.28965383768081665
2508,never,1776,0.0,0.28978806734085083
3415,ï¿½,cut,0.0,0.28993022441864014
1683,Worcester Wreath Company,evergreens,0.0,0.2901296019554138
54,Daniel Radcliffe,alan rickman,0.0,0.2901588976383209
1861,"January 11, 1970",2017,0.0,0.2902509570121765
2289,"39,250",32999,0.0,0.2902624309062958
806,"15,589 sq mi",Parker,0.0,0.2902906835079193
1895,nine,four,1.0,0.29029664397239685
949,punishment for a crime,military conscription,0.0,0.29039937257766724
2469,Since 1978,1966,0.0,0.29072415828704834
854,intersection,sequence,0.0,0.2907833158969879
1982,1989–90,1978,0.0,0.29078409075737
358,20 July 1969,13 September 1959,0.0,0.29088103771209717
3219,91 miles,north,0.0,0.291171133518219
3023,three,five,0.0,0.29129648208618164
463,amino acid,Plant hormones,0.0,0.291407972574234
2417,1909,1800,0.0,0.29149678349494934
427,Numbers 22:28,genesis 30 : 43,0.0,0.2917672097682953
632,Laura,John Hannah,0.0,0.29185324907302856
1816,the United States Census,the legislature,0.0,0.29187142848968506
3176,"October 9, 2001","march 31, 2017",0.0,0.2920737564563751
1416,Stéphanie Szostak,Odessa Young,0.0,0.29225626587867737
2978,professional insolvency and restructuring practitioners,liquidator,0.0,0.2922781705856323
2547,1900,1982,0.0,0.2923906147480011
2826,16Â March 2018,21 April 2017,0.0,0.2924554944038391
1206,Molly Qerim Rose,Erin Michelle Coscarelli,0.0,0.2925103008747101
2986,Conrad,Nick,0.0,0.2928566634654999
2612,"Darrel ""Darry"" Curtis",ponyboy curtis,0.0,0.29308170080184937
2506,never,1803,0.0,0.2934088408946991
3294,82 minutes,40 half - hour,0.0,0.29352742433547974
1304,Virginia,the South,0.0,0.29374417662620544
583,Jeff Harlan,Jennifer Garner,0.0,0.29384946823120117
641,OWN,Channel 363,0.0,0.29386189579963684
3548,Priyanka Chopra,aamir khan,0.0,0.2939073443412781
2979,professional insolvency and restructuring practitioners,bailiffs,0.0,0.2939765751361847
1027,Vidhan Sabha  Metro Station,kashmeri gate,0.0,0.2942044138908386
3283,92,Chelsea,0.0,0.2942863702774048
484,2018,2007,0.0,0.2945612967014313
2676,The Supreme Court of India,b. r. ambedkar,2.0,0.29475486278533936
3018,Rectified spirit,alcohol by volume,0.0,0.2949122488498688
