,answer1,answer2,label,bert_score
49,January 2010,February 2011,0.0,tensor([0.8140])
931,quadruple expansion engines,quadruple,1.0,tensor([0.8149])
941,reciprocating steam engines,reciprocating,1.0,tensor([0.8152])
917,double or triple non-French linguistic origins,non-French linguistic origins,1.0,tensor([0.8161])
127,lower global temperatures,lower temperatures,2.0,tensor([0.8173])
774,the machines operate deterministically,deterministically,1.0,tensor([0.8173])
762,adjacency matrices,directly via their adjacency matrices,2.0,tensor([0.8183])
656,Chevrolet Aveo,Aveo,1.0,tensor([0.8185])
887,Around 1294,1294,1.0,tensor([0.8209])
750,Deabolis,the river Deabolis,1.0,tensor([0.8230])
430,tax system,progressive tax system,1.0,tensor([0.8251])
121,seawater,sea water,2.0,tensor([0.8266])
925,Rankine,Rankine cycle,1.0,tensor([0.8275])
213,515 million years,66 million years,0.0,tensor([0.8280])
775,unusual resources,more unusual resources,2.0,tensor([0.8281])
939,Stockton and Darlington,Stockton and Darlington Railway,1.0,tensor([0.8290])
772,A non-deterministic Turing machine,non-deterministic,1.0,tensor([0.8292])
894,one million,Approximately one million,1.0,tensor([0.8322])
631,The British Empire,The British,1.0,tensor([0.8323])
859,Buckland Valley,Buckland Valley near Bright,2.0,tensor([0.8346])
54,free-to-view,free-to-air,1.0,tensor([0.8364])
6,the problem,a problem,2.0,tensor([0.8364])
45,£1.3bn,£4.2bn,0.0,tensor([0.8367])
837,an official school sport,an official school,1.0,tensor([0.8373])
830,Puente Hills,the Puente Hills Fault,1.0,tensor([0.8393])
754,William II,Duke William II,2.0,tensor([0.8393])
107,Joseph Priestley,Priestley,2.0,tensor([0.8410])
935,several hundred,several hundred horsepower,1.0,tensor([0.8417])
820,open spaces,nearby open spaces,1.0,tensor([0.8421])
43,Chivas USA,Chivas,2.0,tensor([0.8426])
4,dukes,the dukes,2.0,tensor([0.8442])
112,Earth's crustal rock,Earth's crust,2.0,tensor([0.8448])
106,nitroaereus,spiritus nitroaereus,1.0,tensor([0.8460])
806,Presburger arithmetic,Presburger,1.0,tensor([0.8465])
5,computational problems,A computational problem,2.0,tensor([0.8478])
813,economic center,major economic center,2.0,tensor([0.8488])
756,King Malcolm III of Scotland,King Malcolm III,2.0,tensor([0.8507])
769,polynomial time algorithm,polynomial time,1.0,tensor([0.8517])
9,solution,the solution,2.0,tensor([0.8527])
910,Williamite war,Williamite,1.0,tensor([0.8529])
932,lengthening rubbing surfaces of the valve,lengthening rubbing surfaces,1.0,tensor([0.8529])
188,shipping toxic waste,toxic waste,1.0,tensor([0.8532])
803,complexity classes,many complexity classes,1.0,tensor([0.8543])
797,polynomial time hierarchy,polynomial time,1.0,tensor([0.8548])
852,25m,25m people,1.0,tensor([0.8553])
883,about one-eighth the number,about one-eighth,2.0,tensor([0.8559])
800,The integer factorization problem,integer factorization,2.0,tensor([0.8562])
766,the integer factorization problem,integer factorization,2.0,tensor([0.8562])
193,the Atlantic,Atlantic,2.0,tensor([0.8570])
211,66 million years ago,515 million years ago,0.0,tensor([0.8572])
804,exponential-time algorithms,exponential-time,1.0,tensor([0.8585])
758,inherent difficulty,their inherent difficulty,2.0,tensor([0.8587])
751,1185,in 1185,2.0,tensor([0.8590])
296,doctrine of Satyagraha,Satyagraha,1.0,tensor([0.8599])
768,Cobham's thesis,Cobham's,1.0,tensor([0.8602])
866,state or government,state or government schools,1.0,tensor([0.8608])
755,1066,In 1066,2.0,tensor([0.8642])
753,1041,in 1041,2.0,tensor([0.8648])
773,time and memory,time and memory consumption,1.0,tensor([0.8650])
805,NP-complete problems,NP-complete,2.0,tensor([0.8662])
10,decision problems,as decision problems,2.0,tensor([0.8663])
757,early 11th century,11th century,1.0,tensor([0.8667])
846,22 May 2006,on 22 May 2006,2.0,tensor([0.8668])
911,flax cultivation,flax,1.0,tensor([0.8672])
860,"over 1,000","1,000",1.0,tensor([0.8673])
888,at the Cape of Good Hope,Cape of Good Hope,2.0,tensor([0.8685])
875,two-thirds,nearly two-thirds,1.0,tensor([0.8692])
869,May 2013,in May 2013,2.0,tensor([0.8700])
909,the doctrine of transubstantiation,doctrine of transubstantiation during Mass,1.0,tensor([0.8708])
886,availability of the Bible in vernacular languages,the Bible in vernacular languages,1.0,tensor([0.8724])
850,"100,000","over 100,000",1.0,tensor([0.8734])
742,10th and 11th centuries,in the 10th and 11th centuries,2.0,tensor([0.8739])
851,Video On Demand,Video On Demand service,2.0,tensor([0.8765])
870,October 2016,in October 2016,2.0,tensor([0.8769])
815,Southern California Megaregion,the greater Southern California Megaregion,2.0,tensor([0.8776])
796,The graph isomorphism problem,graph isomorphism,2.0,tensor([0.8785])
847,8 February 2007,On 8 February 2007,2.0,tensor([0.8788])
752,King Ethelred II,Ethelred II,2.0,tensor([0.8788])
842,July 2013,In July 2013,2.0,tensor([0.8797])
838,January 2010,In January 2010,2.0,tensor([0.8799])
791,polynomial-time reduction,polynomial-time,1.0,tensor([0.8801])
793,there is no known polynomial-time solution,no known polynomial-time solution,2.0,tensor([0.8804])
885,Amboise plot,Amboise,1.0,tensor([0.8819])
841,Video On Demand,Video On Demand content,2.0,tensor([0.8848])
322,non-violence,non-violent,2.0,tensor([0.8858])
871,"2,000 m","almost 2,000 m",1.0,tensor([0.8886])
882,regional cities,in regional cities,2.0,tensor([0.8905])
786,Cobham-Edmonds thesis,Cobham-Edmonds,1.0,tensor([0.8908])
921,into the nineteenth century,well into the nineteenth century,1.0,tensor([0.8942])
216,"sponges and cnidarians, ctenophores",cnidarians and ctenophores,1.0,tensor([0.8945])
818,17.5 million,over 17.5 million,1.0,tensor([0.8954])
913,Prince Louis de Condé,Louis de Condé,2.0,tensor([0.8960])
899,"Kent, particularly Sandwich, Faversham and Maidstone","Sandwich, Faversham and Maidstone",1.0,tensor([0.8970])
828,$20 billion,over $20 billion,1.0,tensor([0.9027])
864,"""entrenched"" provisions","certain ""entrenched"" provisions",2.0,tensor([0.9036])
901,granted the Protestants equality with Catholics,granted the Protestants equality,1.0,tensor([0.9037])
810,foundations were laid out,numerous foundations were laid out,1.0,tensor([0.9054])
84,1562,1564,0.0,tensor([0.9059])
779,"best, worst and average","best, worst and average case",2.0,tensor([0.9066])
923,Federal Minister of the Interior,Minister of the Interior,2.0,tensor([0.9072])
463,a board of trustees,The Board of Trustees,2.0,tensor([0.9086])
189,the Daily Mail,Daily Mail,2.0,tensor([0.9086])
511,IPCC,the IPCC,2.0,tensor([0.9128])
807,NP-complete knapsack problem,NP-complete knapsack,2.0,tensor([0.9173])
799,Laszlo Babai and Eugene Luks,Babai and Eugene Luks,2.0,tensor([0.9190])
884,from 1562 to 1598,1562 to 1598,2.0,tensor([0.9197])
126,oxygen-18,oxygen-16,0.0,tensor([0.9257])
808,in less than quadratic time,less than quadratic time,2.0,tensor([0.9328])
492,adaptive immune system,the adaptive immune system,2.0,tensor([0.9335])
788,a proper hierarchy on the classes defined,a proper hierarchy on the classes,2.0,tensor([0.9353])
914,Count Ludwig von Nassau-Saarbrücken,Ludwig von Nassau-Saarbrücken,2.0,tensor([0.9497])
184,the Charter of Fundamental Rights of the European Union,the Charter of Fundamental Rights of the European Union of 7,2.0,tensor([0.9545])
809,NP-complete Boolean satisfiability problem,NP-complete Boolean satisfiability,2.0,tensor([0.9629])
130,Liquid oxygen,liquid oxygen,2.0,tensor([1.0000])
14,Complexity measures,complexity measures,2.0,tensor([1.])
15,Complexity measures,complexity measures,2.0,tensor([1.])
480,four,Four,2.0,tensor([1.0000])
486,Southern,southern,2.0,tensor([1.0000])
