,answer1,answer2,label,sas
303,kommen bei Emotionen die jeweiligen Auslöser stärker zum Zuge,"Während Stimmungen vielfach unbemerkt auf Bedürfnissen beruhen, kommen bei Emotionen die jeweiligen Auslöser stärker zum Zuge",1.0,0.7127315402030945
361,"Dazu wird das Normblatt in den Prüfapparat eingespannt und eine Membran mit genormter Fläche drückt mit ansteigender Kraft gegen das Papier. Der Druck, der zum Durchstoßen des Papiers erforderlich ist, wird Berstwiderstand genannt.",Dazu wird das Normblatt in den Prüfapparat eingespannt und eine Membran mit genormter Fläche drückt mit ansteigender Kraft gegen das Papier,1.0,0.713212251663208
230,10 %,10 % der Landesfläche,1.0,0.7148386240005493
358,"Insbesondere bei Tests, die häufig wiederholt werden, ist deren Automatisierung angeraten. Dies ist vor allem bei Regressionstests und bei testgetriebener Entwicklung der Fall. Darüber hinaus kommt Testautomatisierung bei manuell nicht oder nur schwer durchführbaren Tests zum Einsatz (z. B. Lasttests).","Insbesondere bei Tests, die häufig wiederholt werden",1.0,0.7193760871887207
270,"Die Ehe wurde heilig gehalten, es herrschte ursprünglich Monogamie.",Die Ehe wurde heilig gehalten,1.0,0.7197070121765137
359,vorwiegend von der flächenbezogenen Masse,von der flächenbezogenen Masse,1.0,0.7197811007499695
100,Klan der Taira,Taira,2.0,0.7217500805854797
406,Dabei entwickelt der Vergiftete grippeähnliche Symptome mit zum Teil starken Fieberanfällen,grippeähnliche Symptome mit zum Teil starken Fieberanfällen,1.0,0.7272727489471436
327,2003,Seit 2003,1.0,0.7301834225654602
67,die Zonenzeit in der Mitteleuropäischen Zeitzone mit dem Bezugsmeridian der geographischen Länge 15° Ost,die Mitteleuropäische Zeit,2.0,0.7305824160575867
276,"nach der bisherigen deutschen Aufzugsverordnung eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist","eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist",1.0,0.7318289279937744
240,in Afrika,vor allem in Afrika,1.0,0.734074592590332
203,1023 kB/s,bis zu 1023 Byte je isochronem Endpunkt,1.0,0.7345653176307678
384,n New Haven (Connecticut),New Haven,2.0,0.7346422672271729
264,Deutschland,aus Deutschland,2.0,0.7382267713546753
402,an Albumin gebunden,überwiegend an Albumin gebunden,2.0,0.7386736273765564
381,"Ein Kurzschluss ist eine Verbindung zwischen zwei Punkten, die entsprechend der Schaltung nicht bestehen darf","eine Verbindung zwischen zwei Punkten, die entsprechend der Schaltung nicht bestehen darf",1.0,0.7434887290000916
238,"Ein durchschnittlicher Erwachsener trinkt in der Woche etwa einen Liter Whisky,",etwa einen Liter Whisky,1.0,0.7443329095840454
313,auf die Diskothek La Belle im Jahr 1986,Für den Bombenanschlag auf die Diskothek La Belle im Jahr 1986,1.0,0.7449797987937927
281,zu der irischen Schauspielerin Nellie Clifden,Nellie Clifden,2.0,0.7464343309402466
322,1972,seit 1972,1.0,0.7495715618133545
260,eine weitere Verkleinerung auf 18 Klubs,eine weitere Verkleinerung auf 18 Klubs zu Beginn der Saison 2007/08,1.0,0.7504153251647949
333,"Halifax, Montreal, Ottawa und Toronto und andere Ziele"," Halifax, Montreal, Ottawa und Toronto",1.0,0.7524372935295105
277,"für den Transport von Mobiliar bei Umzügen, vorzugsweise aus höheren Etagen","für den Transport von Mobiliar bei Umzügen,",1.0,0.7534046173095703
310,"eine grosse Gruppe von nichtkommerziellen Regionalsendern, die komplementäre Programme abseits des Einheitsbreis produzieren. Sie haben sich in der Gruppe Union nicht-kommerzorientierter Lokalradios (UNIKOM) zusammengeschlossen","eine grosse Gruppe von nichtkommerziellen Regionalsendern, die komplementäre Programme abseits des Einheitsbreis produzieren",1.0,0.7542164921760559
415,Die Effektivität als Kleidung wurde durch die Erfindung des Nähens erheblich gesteigert,"Die Effektivität als Kleidung wurde durch die Erfindung des Nähens erheblich gesteigert, da Kleidung nun geschlossen und dem menschlichen Körperbau angepasst werden konnte",1.0,0.7553408741950989
373,Norddeutschland vor fremden Truppen zu schützen,"vereinbarten beide Mächte, Norddeutschland vor fremden Truppen zu schützen",1.0,0.7558451890945435
282,Witwentracht,ausschließlich Witwentracht,1.0,0.7563546895980835
134,Sergio Oliva,Oliva,1.0,0.7637535929679871
382,"Kurzschlüsse sind Verbindungen, die z. B. durch Zinnfäden, schlechtes Ätzen oder mechanische Beschädigung der Isolationsschicht zwischen den Lagen hervorgerufen werden","z. B. durch Zinnfäden, schlechtes Ätzen oder mechanische Beschädigung der Isolationsschicht zwischen den Lagen",1.0,0.7646230459213257
386,1900,seit 1900,1.0,0.7676876783370972
331,ihr Nachbar Boo Radley,Boo Radley,2.0,0.7683200240135193
413,Die verschiedenen Arten von Lehrenden werden unter dem Oberbegriff Dozenten (oder Dozierende) zusammengefasst,Dozenten (oder Dozierende),1.0,0.773374617099762
251,1929 Metern,1929,1.0,0.7753143310546875
262,Umgangssprache eine Sondersprache,Umgangssprache,1.0,0.7789608240127563
256,seit August 2009,August 2009,1.0,0.7842422723770142
26,23 Uhr,23.00 Uhr,2.0,0.7861263155937195
287,23 Uhr,23.00 Uhr,2.0,0.7861263155937195
390,dass Wissen vor allem durch direkte Intuition und Deduktion gebildet wird,durch direkte Intuition und Deduktion,1.0,0.7935201525688171
362,81,gut 81 Prozent,1.0,0.7939589023590088
401,Transkriptionsfaktoren,die wichtige Transkriptionsfaktoren sind,1.0,0.7945229411125183
233,1974,seit 1974,1.0,0.7958132028579712
231,Einwanderer oder deren Nachkommen aus den afrikanischen und karibischen Kolonien Frankreichs,Die meisten von ihnen sind Einwanderer oder deren Nachkommen aus den afrikanischen und karibischen Kolonien Frankreichs,2.0,0.8000796437263489
393,"Jeder Zeitzone wurde eine Zonenzeit zugeordnet, die (nach damaliger Definition) gleich der mittleren Sonnenzeit des Mittelmeridians der Zone mit den geographischen Längen 0°, 15°, 30°, … östlich und westlich von Greenwich war. ","gleich der mittleren Sonnenzeit des Mittelmeridians der Zone mit den geographischen Längen 0°, 15°, 30°, … östlich und westlich von Greenwich war",1.0,0.800211489200592
335,"46,37","46,37 Prozent",1.0,0.8002966046333313
336,"46,37"," 46,37 Prozent ",1.0,0.8002966046333313
387,"über 12,5 Millionen","über 12,5 Millionen Bücher ",1.0,0.8014127612113953
334,"veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden, als es eine eigene Luxuspapierindustrie gab","Dies ist die Bezeichnung für veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden",2.0,0.8101059198379517
301,Johann Wolfgang von Goethe oder Friedrich Schiller,Dichter wie Johann Wolfgang von Goethe oder Friedrich Schiller,2.0,0.8110736608505249
380,vorzugsweise bei Sendern hoher Leistung,bei Sendern hoher Leistung,2.0,0.8130059242248535
309,1983,Seit 1983,1.0,0.8175098896026611
305,"n freier, nicht an Proteine gebundener Form","In freier, nicht an Proteine gebundener Form",2.0,0.8192294239997864
353,"eine möglichst optimale Sauerstoffversorgung des Herzens, die Schmerzbekämpfung und eine Vermeidung weiterer Blutgerinnselbildung","zielt in der Akutsituation auf eine möglichst optimale Sauerstoffversorgung des Herzens, die Schmerzbekämpfung und eine Vermeidung weiterer Blutgerinnselbildung",1.0,0.8197444677352905
184,Die Landwirtschaft,Landwirtschaft,2.0,0.820796549320221
325,verarmte Kleinadelige,Viele verarmte Kleinadelige,1.0,0.8239214420318604
52,"Der Berstwiderstand gibt den benötigten Druck an, um ein Papier zum Bersten zu bringen.","Druck, der zum Durchstoßen des Papiers erforderlich ist",2.0,0.8259740471839905
341,FIFA- und AFC,FIFA- und AFC-Mitglied,1.0,0.8281797766685486
271,Nordindien,In Nordindien,2.0,0.8286603093147278
292,einen indianisch geprägten Bundesstaat „Sequoyah“ ins Leben zu rufen,im Osten des Landes einen indianisch geprägten Bundesstaat „Sequoyah“ ins Leben zu rufen,1.0,0.8292930722236633
375,"USB erlaubt es einem Gerät, Daten mit 1,5 Mbit/s (Low Speed), 12 Mbit/s (Full Speed), 480 Mbit/s (Hi-Speed), 4 Gbit/s (SuperSpeed) oder 9,7 Gbit/s (Superspeed+) zu übertragen.","mit 1,5 Mbit/s (Low Speed), 12 Mbit/s (Full Speed), 480 Mbit/s (Hi-Speed), 4 Gbit/s (SuperSpeed) oder 9,7 Gbit/s (Superspeed+) ",1.0,0.8294861912727356
140,Humphrey Gilbert,Gilbert,1.0,0.8312368392944336
312,"Dieses definiert sie selbst als ein Wachstum des harmonisierten Verbraucherpreisindexes HVPI im Euro-Raum, das unter, aber nahe bei zwei Prozent pro Jahr liegen sollte. Das heißt, dass die Inflation unter 2 % gehalten werden soll.","ein Wachstum des harmonisierten Verbraucherpreisindexes HVPI im Euro-Raum, das unter, aber nahe bei zwei Prozent pro Jahr liegen sollte",1.0,0.8362380266189575
307,in einer zugelassenen Rettungshundestaffel,nur in einer zugelassenen Rettungshundestaffel,1.0,0.838401198387146
419,die mittelalterliche Altstadt auf der Grande-Île und die Neustadt,"Teile der Innenstadt, die mittelalterliche Altstadt auf der Grande-Île und die Neustadt",1.0,0.8386106491088867
302,relativ kurz und intensiv,zeitlich relativ kurz und intensiv,1.0,0.8407701849937439
136,"Wichtig ist, dass jeder gegnerische, passempfangsberechtigte Spieler gedeckt ist","beinhaltet alle Spieler, die die gegnerischen Spieler decken, die einen Pass fangen dürfen",1.0,0.8408617377281189
211,Neapels,Neapel,2.0,0.8417847156524658
35,unter 2 %,"nahe, aber unter 2 %",2.0,0.8421996235847473
244,Equilibrium Line Altitude,''Equilibrium Line Altitude'' (ELA),2.0,0.8429417610168457
254,Harris County,im Harris County,2.0,0.8435810804367065
171,Peter Reid,Reid,1.0,0.8439913988113403
94,Anthony Porter,Porter,1.0,0.8472438454627991
191,Kopernikus,Nikolaus Kopernikus,1.0,0.8499119281768799
321,in 50 New Gower Street in der Innenstadt,50 New Gower Street,2.0,0.8520758748054504
14,Johads,Johad,2.0,0.8521178960800171
246,im sogenannten Zehrgebiet (Ablationsgebiet) des Gletschers ist der Massenverlust durch Ablation größer als der Zuwachs an Gletschereis,ist der Massenverlust durch Ablation größer als der Zuwachs an Gletschereis,1.0,0.8531616926193237
329,"Jean Louise, genannt „Scout“","aufgeweckten kleinen Mädchens Jean Louise, genannt „Scout“",2.0,0.8563627004623413
409,"Ein Kehldeckel (''Epiglottis'') verschließt beim Schlucken den Kehlkopf, um das Eindringen von Nahrung in die Luftröhre zu verhindern.","verschließt beim Schlucken den Kehlkopf, um das Eindringen von Nahrung in die Luftröhre zu verhindern",1.0,0.8574236631393433
332,Vom Geist der Gesetze,Vom Geist der Gesetze ''(De l’esprit des lois)'',2.0,0.861397922039032
289,Erdöl- und Erdgasfunde,die Entdeckung reicher Erdöl- und Erdgasfunde,1.0,0.8662588596343994
261,FA Premier League,„FA Premier League“,2.0,0.8733848333358765
383,sieben Millionen,rund sieben Millionen,1.0,0.8794607520103455
157,Central League,„Central League“,2.0,0.8800280690193176
395,Wölfen,den Wölfen,2.0,0.8810707926750183
229,kolonialen Stil,Im typischen kolonialen Stil,2.0,0.8862800598144531
224,,,,0.8864874243736267
223,,,,0.8864874243736267
400,von etwa 1640 bis 1701,1640 bis 1701,2.0,0.8903160095214844
286,"HP, Microsoft und Intel","unter anderem die Unternehmen HP, Microsoft und Intel",2.0,0.8971068859100342
299,Eisenach,in Eisenach,2.0,0.9002479910850525
198,"Washington, D.C.",Washington D.C.,2.0,0.9011641144752502
133,Mr. Olympia,der Titel des ''Mr. Olympia'',2.0,0.9021633267402649
379,ökotoxische,eine ökotoxische Wirkung,1.0,0.9065806269645691
403,RNA-Polymerase und der Carboanhydrase,beispielsweise der RNA-Polymerase und der Carboanhydrase,2.0,0.9076943397521973
342,am 11. Juni 2015,11. Juni 2015,2.0,0.9166837930679321
294,"Victoria, South Australia, Tasmania und Western Australia","für die Bundesstaaten Victoria, South Australia, Tasmania und Western Australia",2.0,0.9187300205230713
344,für das Lernen und die Erinnerungen zuständig,für das Lernen und die Erinnerungen,2.0,0.9230459332466125
250,an Jiangsu und Shanghai,Jiangsu und Shanghai,2.0,0.9288570284843445
357,"gegen pflanzliche Pollen, Tierhaare, Lebensmittelbestandteile und Medikamente","besonders häufig gegen pflanzliche Pollen, Tierhaare, Lebensmittelbestandteile und Medikamente",2.0,0.9295298457145691
272,Brahmanismus,den Brahmanismus,2.0,0.931309700012207
285,November 2008,Im November 2008,2.0,0.9367088675498962
349,Privatuniversität,eine Privatuniversität,2.0,0.9386496543884277
266,1. Januar 2008,Am 1. Januar 2008,2.0,0.9413567781448364
328,von 1933 bis 1935,1933 bis 1935,2.0,0.9420189261436462
340,am 21. Mai 1853,21. Mai 1853,2.0,0.9564481377601624
97,Familie Fujiwara,Fujiwara-Familie,2.0,0.9604458212852478
135,Detroit Tigers,Die Detroit Tigers,2.0,0.964572012424469
216,Sechste Generation,6. Generation,2.0,0.9669889807701111
124,am 7. Juli 1837,7. Juli 1837,2.0,0.9747599959373474
318,Kraft mal Weg,Kraft mal Weg“,2.0,0.9752185940742493
424,23. April 1810,am 23. April 1810,2.0,0.9806038737297058
280,16. März 1861,am 16. März 1861,2.0,0.9849607348442078
291,16. November 1907,Am 16. November 1907,2.0,0.9870920181274414
279,Typhuserkrankung,eine Typhuserkrankung,2.0,0.988291323184967
408,Kehldeckel,Ein Kehldeckel,2.0,0.9973703622817993
228,Casa Museo Estudio de Diego Rivera y Frida Kahlo,„Casa Museo Estudio de Diego Rivera y Frida Kahlo“,2.0,0.9980065226554871
311,"über UKW, sondern auch über DAB+","nicht nur über UKW, sondern auch über DAB+",2.0,0.9983730316162109
226,wird die Signalübertragung stark gedämpft.,die Signalübertragung stark gedämpft,2.0,0.9985339641571045
197,J. Edgar Hoover Building,J. Edgar Hoover Building,2.0,0.9985698461532593
360,"wie leicht ein Papier, das bereits eingerissen ist, weiterreißt","gibt an, wie leicht ein Papier, das bereits eingerissen ist, weiterreißt",2.0,0.999188244342804
