,answer1,answer2,label,bi_encoder
800,The integer factorization problem,integer factorization,2.0,0.8565219640731812
773,time and memory,time and memory consumption,1.0,0.8579039573669434
260,the convecting mantle,convection of the mantle,2.0,0.8610936403274536
766,the integer factorization problem,integer factorization,2.0,0.8616785407066345
803,complexity classes,many complexity classes,1.0,0.8622573018074036
15,Complexity measures,complexity measures,2.0,0.8646228313446045
14,Complexity measures,complexity measures,2.0,0.8646228313446045
5,computational problems,A computational problem,2.0,0.8684110045433044
807,NP-complete knapsack problem,NP-complete knapsack,2.0,0.8712831735610962
810,foundations were laid out,numerous foundations were laid out,1.0,0.871618390083313
796,The graph isomorphism problem,graph isomorphism,2.0,0.8730327486991882
882,regional cities,in regional cities,2.0,0.8732408881187439
914,Count Ludwig von Nassau-Saarbrücken,Ludwig von Nassau-Saarbrücken,2.0,0.8734272718429565
867,some extra costs,some extra costs are levied,2.0,0.874110758304596
743,10th century,the first half of the 10th century,1.0,0.8769941329956055
159,January 1979,1979,1.0,0.8784887194633484
695,Galileo,Galileo Galilei,2.0,0.8799965381622314
795,more efficient solutions,shown to have more efficient solutions,2.0,0.8818662166595459
107,Joseph Priestley,Priestley,2.0,0.8824477791786194
822,three-region,the three-region point of view,1.0,0.8850204944610596
161,Japan,Japanese,1.0,0.88625568151474
901,granted the Protestants equality with Catholics,granted the Protestants equality,1.0,0.8884828090667725
779,"best, worst and average","best, worst and average case",2.0,0.8889080286026001
747,1050s,in the 1050s,2.0,0.8930575251579285
820,open spaces,nearby open spaces,1.0,0.8945056200027466
360,arrested,arrest,2.0,0.898115873336792
216,"sponges and cnidarians, ctenophores",cnidarians and ctenophores,1.0,0.8982677459716797
926,1712,around 1712,1.0,0.8990064859390259
892,William III of Orange,Stadtholder William III of Orange,2.0,0.9000113010406494
894,one million,Approximately one million,1.0,0.900094747543335
834,Orange,Orange County,1.0,0.9004279971122742
749,1082,February 1082,1.0,0.902072012424469
860,"over 1,000","1,000",1.0,0.9031370282173157
10,decision problems,as decision problems,2.0,0.9039085507392883
853,36%,36% of households,1.0,0.904583215713501
816,12 million,over 12 million inhabitants,1.0,0.9065753817558289
875,two-thirds,nearly two-thirds,1.0,0.9080288410186768
913,Prince Louis de Condé,Louis de Condé,2.0,0.908416211605072
789,quantitative statements,quantitative,2.0,0.9098206758499146
886,availability of the Bible in vernacular languages,the Bible in vernacular languages,1.0,0.9114468097686768
553,Old Rhine,Oude Rijn,2.0,0.9132239818572998
850,"100,000","over 100,000",1.0,0.9140328168869019
752,King Ethelred II,Ethelred II,2.0,0.9153198599815369
848,March,in March,2.0,0.9165637493133545
938,565,565 °C,1.0,0.9167181253433228
897,ca. 2 million,2 million,1.0,0.9182324409484863
799,Laszlo Babai and Eugene Luks,Babai and Eugene Luks,2.0,0.9183931946754456
896,"an estimated total of 75,000 to 100,000 people","75,000 to 100,000",1.0,0.9188741445541382
131,magnetic field,magnetic,2.0,0.9189586639404297
755,1066,In 1066,2.0,0.9211686849594116
852,25m,25m people,1.0,0.9225567579269409
871,"2,000 m","almost 2,000 m",1.0,0.9237728118896484
809,NP-complete Boolean satisfiability problem,NP-complete Boolean satisfiability,2.0,0.9285573959350586
788,a proper hierarchy on the classes defined,a proper hierarchy on the classes,2.0,0.929168701171875
463,a board of trustees,The Board of Trustees,2.0,0.9293217658996582
817,San Diego,the San Diego area,2.0,0.9311675429344177
845,2016,in 2016,2.0,0.9312121868133545
815,Southern California Megaregion,the greater Southern California Megaregion,2.0,0.9318363666534424
322,non-violence,non-violent,2.0,0.9328868389129639
887,Around 1294,1294,1.0,0.9334344863891602
486,Southern,southern,2.0,0.9340220093727112
6,the problem,a problem,2.0,0.9361361861228943
625,European,Europe,2.0,0.9364206790924072
751,1185,in 1185,2.0,0.9367179274559021
472,3,three,2.0,0.936853289604187
808,in less than quadratic time,less than quadratic time,2.0,0.9376861453056335
836,2018,in 2018,2.0,0.940184473991394
511,IPCC,the IPCC,2.0,0.9424384832382202
939,Stockton and Darlington,Stockton and Darlington Railway,1.0,0.9426489472389221
748,1060s,In the 1060s,2.0,0.9433520436286926
753,1041,in 1041,2.0,0.9461719989776611
757,early 11th century,11th century,1.0,0.946537435054779
864,"""entrenched"" provisions","certain ""entrenched"" provisions",2.0,0.9471991062164307
874,1851,in 1851,2.0,0.9499374032020569
851,Video On Demand,Video On Demand service,2.0,0.9501218795776367
869,May 2013,in May 2013,2.0,0.9511147737503052
818,17.5 million,over 17.5 million,1.0,0.9529894590377808
842,July 2013,In July 2013,2.0,0.9555808901786804
9,solution,the solution,2.0,0.956244170665741
841,Video On Demand,Video On Demand content,2.0,0.9566306471824646
193,the Atlantic,Atlantic,2.0,0.9600316882133484
883,about one-eighth the number,about one-eighth,2.0,0.9624519944190979
921,into the nineteenth century,well into the nineteenth century,1.0,0.9632695913314819
828,$20 billion,over $20 billion,1.0,0.9634295701980591
870,October 2016,in October 2016,2.0,0.9635665416717529
130,Liquid oxygen,liquid oxygen,2.0,0.9645557403564453
4,dukes,the dukes,2.0,0.9666312336921692
838,January 2010,In January 2010,2.0,0.9670171141624451
492,adaptive immune system,the adaptive immune system,2.0,0.968268632888794
189,the Daily Mail,Daily Mail,2.0,0.9686121940612793
884,from 1562 to 1598,1562 to 1598,2.0,0.9723348021507263
742,10th and 11th centuries,in the 10th and 11th centuries,2.0,0.9750314950942993
847,8 February 2007,On 8 February 2007,2.0,0.9776241183280945
846,22 May 2006,on 22 May 2006,2.0,0.9795427322387695
793,there is no known polynomial-time solution,no known polynomial-time solution,2.0,0.982096791267395
480,four,Four,2.0,0.9825791716575623
