,answer1,answer2,label,bert_score
43,Chivas USA,Chivas,2.0,0.8426108956336975
4,dukes,the dukes,2.0,0.8442234396934509
112,Earth's crustal rock,Earth's crust,2.0,0.8448385000228882
106,nitroaereus,spiritus nitroaereus,1.0,0.8459728956222534
806,Presburger arithmetic,Presburger,1.0,0.8464602828025818
5,computational problems,A computational problem,2.0,0.8478491902351379
813,economic center,major economic center,2.0,0.8487569093704224
756,King Malcolm III of Scotland,King Malcolm III,2.0,0.8507400751113892
769,polynomial time algorithm,polynomial time,1.0,0.8517298102378845
9,solution,the solution,2.0,0.8526704907417297
910,Williamite war,Williamite,1.0,0.8528567552566528
932,lengthening rubbing surfaces of the valve,lengthening rubbing surfaces,1.0,0.8529319763183594
188,shipping toxic waste,toxic waste,1.0,0.8531626462936401
803,complexity classes,many complexity classes,1.0,0.8542763590812683
797,polynomial time hierarchy,polynomial time,1.0,0.8547573685646057
852,25m,25m people,1.0,0.8552815914154053
883,about one-eighth the number,about one-eighth,2.0,0.8558871746063232
800,The integer factorization problem,integer factorization,2.0,0.8561970591545105
766,the integer factorization problem,integer factorization,2.0,0.8561970591545105
193,the Atlantic,Atlantic,2.0,0.8570341467857361
211,66 million years ago,515 million years ago,0.0,0.8572244644165039
804,exponential-time algorithms,exponential-time,1.0,0.8585390448570251
758,inherent difficulty,their inherent difficulty,2.0,0.858741283416748
751,1185,in 1185,2.0,0.8589639663696289
296,doctrine of Satyagraha,Satyagraha,1.0,0.8598665595054626
768,Cobham's thesis,Cobham's,1.0,0.8602305054664612
866,state or government,state or government schools,1.0,0.8607778549194336
755,1066,In 1066,2.0,0.8641965389251709
753,1041,in 1041,2.0,0.8647546172142029
773,time and memory,time and memory consumption,1.0,0.864971399307251
805,NP-complete problems,NP-complete,2.0,0.8661510944366455
10,decision problems,as decision problems,2.0,0.8662862777709961
757,early 11th century,11th century,1.0,0.8667256832122803
846,22 May 2006,on 22 May 2006,2.0,0.8667574524879456
911,flax cultivation,flax,1.0,0.8671904802322388
860,"over 1,000","1,000",1.0,0.8673337697982788
888,at the Cape of Good Hope,Cape of Good Hope,2.0,0.8685040473937988
875,two-thirds,nearly two-thirds,1.0,0.8691964149475098
869,May 2013,in May 2013,2.0,0.8700134754180908
909,the doctrine of transubstantiation,doctrine of transubstantiation during Mass,1.0,0.8708492517471313
886,availability of the Bible in vernacular languages,the Bible in vernacular languages,1.0,0.8723995089530945
850,"100,000","over 100,000",1.0,0.8733832240104675
742,10th and 11th centuries,in the 10th and 11th centuries,2.0,0.8739082217216492
851,Video On Demand,Video On Demand service,2.0,0.8764642477035522
870,October 2016,in October 2016,2.0,0.8769329190254211
815,Southern California Megaregion,the greater Southern California Megaregion,2.0,0.8775865435600281
796,The graph isomorphism problem,graph isomorphism,2.0,0.8785315155982971
847,8 February 2007,On 8 February 2007,2.0,0.878832995891571
752,King Ethelred II,Ethelred II,2.0,0.87884521484375
842,July 2013,In July 2013,2.0,0.8796655535697937
838,January 2010,In January 2010,2.0,0.8798906803131104
791,polynomial-time reduction,polynomial-time,1.0,0.8800906538963318
793,there is no known polynomial-time solution,no known polynomial-time solution,2.0,0.880443274974823
885,Amboise plot,Amboise,1.0,0.881946325302124
841,Video On Demand,Video On Demand content,2.0,0.8847731947898865
322,non-violence,non-violent,2.0,0.8857524394989014
871,"2,000 m","almost 2,000 m",1.0,0.8886234164237976
882,regional cities,in regional cities,2.0,0.8905395865440369
786,Cobham-Edmonds thesis,Cobham-Edmonds,1.0,0.8908296823501587
921,into the nineteenth century,well into the nineteenth century,1.0,0.8941794633865356
216,"sponges and cnidarians, ctenophores",cnidarians and ctenophores,1.0,0.894453763961792
818,17.5 million,over 17.5 million,1.0,0.8954222202301025
913,Prince Louis de Condé,Louis de Condé,2.0,0.896000325679779
899,"Kent, particularly Sandwich, Faversham and Maidstone","Sandwich, Faversham and Maidstone",1.0,0.8970235586166382
828,$20 billion,over $20 billion,1.0,0.9027152061462402
864,"""entrenched"" provisions","certain ""entrenched"" provisions",2.0,0.903584361076355
901,granted the Protestants equality with Catholics,granted the Protestants equality,1.0,0.9037204384803772
810,foundations were laid out,numerous foundations were laid out,1.0,0.905425488948822
84,1562,1564,0.0,0.9058880805969238
779,"best, worst and average","best, worst and average case",2.0,0.9065532088279724
923,Federal Minister of the Interior,Minister of the Interior,2.0,0.9071900844573975
463,a board of trustees,The Board of Trustees,2.0,0.9085503220558167
189,the Daily Mail,Daily Mail,2.0,0.9085574746131897
511,IPCC,the IPCC,2.0,0.9127925634384155
807,NP-complete knapsack problem,NP-complete knapsack,2.0,0.9172829389572144
799,Laszlo Babai and Eugene Luks,Babai and Eugene Luks,2.0,0.919033944606781
884,from 1562 to 1598,1562 to 1598,2.0,0.9197365641593933
126,oxygen-18,oxygen-16,0.0,0.9257268905639648
808,in less than quadratic time,less than quadratic time,2.0,0.9328118562698364
492,adaptive immune system,the adaptive immune system,2.0,0.933456540107727
788,a proper hierarchy on the classes defined,a proper hierarchy on the classes,2.0,0.9353204965591431
914,Count Ludwig von Nassau-Saarbrücken,Ludwig von Nassau-Saarbrücken,2.0,0.9496618509292603
184,the Charter of Fundamental Rights of the European Union,the Charter of Fundamental Rights of the European Union of 7,2.0,0.9544825553894043
809,NP-complete Boolean satisfiability problem,NP-complete Boolean satisfiability,2.0,0.9628630876541138
130,Liquid oxygen,liquid oxygen,2.0,0.9999998211860657
14,Complexity measures,complexity measures,2.0,1.0
15,Complexity measures,complexity measures,2.0,1.0
480,four,Four,2.0,1.0000001192092896
486,Southern,southern,2.0,1.0000008344650269
